OpenTime,TimeStamp,Open,High,Low,Close,TradeVolume,CloseTime,TradeValue,TradeCount,BuyVolume,BuyValue
2018-01-05 08:00:00,20180105080000.0,14916.95,16350.0,14880.0,16090.69,4235.324762,20180105115959.0,66819024.04049975,41596.0,2387.404241,37654183.88603446
2018-01-05 12:00:00,20180105120000.0,16090.7,16267.04,15750.0,16087.72,3780.801035,20180105155959.0,60557737.55699459,30152.0,2132.787917,34167025.59751811
2018-01-05 16:00:00,20180105160000.0,16094.99,17118.13,16087.73,16593.01,4211.114828,20180105195959.0,69754690.57560343,37625.0,2320.289135,38419456.72919334
2018-01-05 20:00:00,20180105200000.0,16594.14,17176.24,16353.0,16960.39,3964.777031,20180105235959.0,66553622.17304262,28923.0,2293.319489,38527729.77005261
2018-01-06 00:00:00,20180106000000.0,16960.39,17099.99,16288.0,16521.59,4247.71364,20180106035959.0,71300832.31239988,34400.0,2509.11882,42154298.81336597
2018-01-06 04:00:00,20180106040000.0,16521.57,16750.0,16300.0,16518.0,2163.980432,20180106075959.0,35720794.80839046,20311.0,1172.689566,19358726.7961728
2018-01-06 08:00:00,20180106080000.0,16500.18,16750.01,16340.0,16529.89,2570.004863,20180106115959.0,42492715.02460472,22659.0,1541.60168,25487278.10645102
2018-01-06 12:00:00,20180106120000.0,16505.16,16639.0,16011.21,16556.22,3636.953819,20180106155959.0,59537736.08983884,30652.0,2075.307389,33983021.76662679
2018-01-06 16:00:00,20180106160000.0,16550.04,16982.0,16501.75,16770.01,3205.687621,20180106195959.0,53747378.21619294,26685.0,1896.256282,31806050.40880802
2018-01-06 20:00:00,20180106200000.0,16770.01,17143.13,16612.18,17069.79,2747.117133,20180106235959.0,46417464.53498358,23535.0,1812.190319,30628393.17095259
2018-01-07 00:00:00,20180107000000.0,17069.79,17099.96,16605.01,16740.68,3154.304603,20180107035959.0,53152017.66756561,22706.0,1903.842617,32083768.64745829
2018-01-07 04:00:00,20180107040000.0,16727.93,16749.98,16400.0,16746.99,2773.563248,20180107075959.0,45988400.86976189,21693.0,1650.915944,27377873.02979127
2018-01-07 08:00:00,20180107080000.0,16747.0,16886.75,16560.02,16607.0,1475.70652,20180107115959.0,24730103.14185079,14827.0,870.197224,14589002.32598474
2018-01-07 12:00:00,20180107120000.0,16611.0,16649.05,16300.0,16439.65,1213.051465,20180107155959.0,19998964.55639686,16967.0,566.395544,9339340.81950842
2018-01-07 16:00:00,20180107160000.0,16439.64,16474.87,15610.0,16100.9,2778.455183,20180107195959.0,44506716.34959756,30109.0,1306.006794,20932314.2958275
2018-01-07 20:00:00,20180107200000.0,16100.9,16500.0,15872.07,16150.03,1098.044539,20180107235959.0,17818503.78551082,13967.0,481.962385,7828864.00886498
2018-01-08 00:00:00,20180108000000.0,16218.85,16322.3,15514.99,15670.37,3174.144134,20180108035959.0,50445203.93916413,27921.0,1659.715913,26401093.00134141
2018-01-08 04:00:00,20180108040000.0,15632.48,15921.68,15476.0,15865.0,3057.432567,20180108075959.0,48169601.26488358,24070.0,1923.531193,30320249.52821532
2018-01-08 08:00:00,20180108080000.0,15864.99,15869.97,14551.0,15400.0,4903.911256,20180108115959.0,74266567.64417607,39774.0,2636.16105,39972411.49690646
2018-01-08 12:00:00,20180108120000.0,15414.0,15499.0,12812.0,14299.98,8735.648961,20180108155959.0,124245731.54129589,59527.0,4106.26865,58681206.98274062
2018-01-08 16:00:00,20180108160000.0,14297.9,15247.33,14238.32,15196.55,4144.274704,20180108195959.0,61207329.86799723,32357.0,2242.343779,33101520.58375233
2018-01-08 20:00:00,20180108200000.0,15196.56,15270.99,14392.32,14902.54,2585.19829,20180108235959.0,38235562.89994578,24993.0,1188.823804,17573100.5437321
2018-01-09 00:00:00,20180109000000.0,14902.54,15500.0,14701.0,15210.0,2267.730932,20180109035959.0,34341074.96287452,24158.0,1113.74842,16862113.86719451
2018-01-09 04:00:00,20180109040000.0,15186.53,15397.0,14601.0,15062.28,2094.696764,20180109075959.0,31351055.73406445,21598.0,1038.300967,15533781.41901167
2018-01-09 08:00:00,20180109080000.0,15062.28,15300.0,14170.33,14726.0,2553.318643,20180109115959.0,37480695.95930597,28515.0,1158.408512,16994327.93044478
2018-01-09 12:00:00,20180109120000.0,14726.0,14829.98,14011.05,14654.96,3506.537695,20180109155959.0,50635997.86944212,34921.0,1697.96551,24505913.07580281
2018-01-09 16:00:00,20180109160000.0,14655.01,14998.62,14585.01,14717.82,1558.961148,20180109195959.0,23133245.1555239,19315.0,851.341075,12631828.19882436
2018-01-09 20:00:00,20180109200000.0,14717.82,14861.56,14125.0,14400.0,2333.759071,20180109235959.0,33688117.77645766,28149.0,981.468803,14170608.40874327
2018-01-10 00:00:00,20180110000000.0,14401.0,14480.0,13750.0,13964.05,2823.255175,20180110035959.0,39816242.8272848,27865.0,1317.970622,18591763.22937872
2018-01-10 04:00:00,20180110040000.0,13980.0,14349.99,13855.0,13979.0,2736.517887,20180110075959.0,38607685.28521856,29179.0,1270.813639,17922787.55525646
2018-01-10 08:00:00,20180110080000.0,13978.95,14128.3,13131.31,13919.08,4921.021789,20180110115959.0,67060813.17493566,38528.0,2388.4794,32582761.54966323
2018-01-10 12:00:00,20180110120000.0,13919.09,14490.0,13500.0,14399.95,3221.049657,20180110155959.0,44789331.89496838,27542.0,1720.544917,23925163.25748609
2018-01-10 16:00:00,20180110160000.0,14399.95,14735.43,14172.95,14349.98,2238.172719,20180110195959.0,32397512.24322729,22118.0,1063.823933,15403366.07180544
2018-01-10 20:00:00,20180110200000.0,14349.98,14955.66,14240.0,14907.09,1470.984428,20180110235959.0,21339781.3373933,16244.0,767.922164,11144298.14286355
2018-01-11 00:00:00,20180111000000.0,14940.0,14968.68,12613.0,12920.0,4980.407597,20180111035959.0,68256381.89783263,34703.0,2248.878646,30882716.46638264
2018-01-11 04:00:00,20180111040000.0,12911.92,13631.98,11400.0,13530.42,12868.425842,20180111075959.0,165873941.41820416,70126.0,6497.332361,84067628.59605367
2018-01-11 08:00:00,20180111080000.0,13530.42,13896.7,13041.0,13385.1,3680.231771,20180111115959.0,49614578.91907465,30936.0,1797.328168,24219596.5295526
2018-01-11 12:00:00,20180111120000.0,13385.1,14400.0,13282.13,13958.08,4441.493462,20180111155959.0,61633108.38028549,39597.0,2197.115726,30467229.28279464
2018-01-11 16:00:00,20180111160000.0,13950.05,14190.0,13205.58,13430.16,2789.52886,20180111195959.0,38399667.92412966,26281.0,1377.465529,18963802.23913201
2018-01-11 20:00:00,20180111200000.0,13400.0,13655.92,12511.0,13238.78,4794.636219,20180111235959.0,62809916.15421131,37773.0,2303.89955,30161264.26519435
2018-01-12 00:00:00,20180112000000.0,13238.76,13855.0,12500.0,13850.0,4171.703479,20180112035959.0,55125602.9720616,28755.0,2054.887023,27160713.90325369
2018-01-12 04:00:00,20180112040000.0,13854.95,13966.63,13354.1,13722.04,2879.468236,20180112075959.0,39480638.07701193,26169.0,1297.675183,17777838.20210999
2018-01-12 08:00:00,20180112080000.0,13722.04,14109.78,13301.99,13900.02,2432.973815,20180112115959.0,33439906.79670391,20334.0,1298.033812,17850167.49153316
2018-01-12 12:00:00,20180112120000.0,13900.02,14059.48,13358.99,13411.79,2641.69364,20180112155959.0,36339502.85375477,24210.0,1330.730247,18311980.63779838
2018-01-12 16:00:00,20180112160000.0,13411.79,13801.01,13222.0,13717.0,2835.853077,20180112195959.0,38145439.76181056,21366.0,1422.411746,19133876.68436799
2018-01-12 20:00:00,20180112200000.0,13717.0,13900.0,13510.0,13740.01,1455.46989,20180112235959.0,19984985.8101163,13618.0,713.574064,9805443.26241479
2018-01-13 00:00:00,20180113000000.0,13749.95,14250.0,13706.15,14066.0,2933.250737,20180113035959.0,41146996.10198468,23746.0,1338.342109,18759110.09472753
2018-01-13 04:00:00,20180113040000.0,14065.99,14320.0,13948.41,14255.09,2020.969985,20180113075959.0,28510758.84587343,19396.0,859.721573,12126374.33645685
2018-01-13 08:00:00,20180113080000.0,14250.0,14254.0,13974.94,14178.0,1680.679532,20180113115959.0,23746012.67269288,18655.0,806.340362,11396576.88202932
2018-01-13 12:00:00,20180113120000.0,14166.0,14580.0,14083.55,14241.26,2567.923612,20180113155959.0,36805582.06207665,26247.0,1207.368764,17314488.73421906
2018-01-13 16:00:00,20180113160000.0,14257.84,14357.0,13923.18,14089.34,1948.456534,20180113195959.0,27695774.66434785,21755.0,928.258413,13198877.59745284
2018-01-13 20:00:00,20180113200000.0,14086.64,14348.19,14022.0,14210.0,1070.228128,20180113235959.0,15181364.20090855,13840.0,434.147187,6162671.30150009
2018-01-14 00:00:00,20180114000000.0,14210.0,14339.5,14088.55,14162.0,1083.623176,20180114035959.0,15402103.29610436,12723.0,513.847249,7306513.31428542
2018-01-14 04:00:00,20180114040000.0,14165.0,14200.0,13359.07,13590.0,2682.717948,20180114075959.0,36815507.48439377,26577.0,1315.046694,18058959.71314899
2018-01-14 08:00:00,20180114080000.0,13590.0,13720.0,13120.0,13280.15,2964.083149,20180114115959.0,39724840.98393838,25073.0,1458.303159,19545021.18762834
2018-01-14 12:00:00,20180114120000.0,13280.16,13426.45,12569.2,12869.89,6253.565164,20180114155959.0,81257749.9437444,46102.0,2987.516989,38842096.78627095
2018-01-14 16:00:00,20180114160000.0,12869.82,13450.0,12690.01,13109.0,2321.420216,20180114195959.0,30448265.75736926,22822.0,1200.142272,15756869.01444575
2018-01-14 20:00:00,20180114200000.0,13130.52,13600.8,13100.0,13474.99,1712.484676,20180114235959.0,22876837.66383092,19067.0,813.526548,10872096.65681917
2018-01-15 00:00:00,20180115000000.0,13477.98,13733.52,13215.56,13368.43,2125.162132,20180115035959.0,28615038.98737413,22097.0,988.557516,13306251.72261222
2018-01-15 04:00:00,20180115040000.0,13367.0,13736.4,13251.0,13355.0,1952.400232,20180115075959.0,26436379.16980067,19449.0,968.533797,13121537.52079399
2018-01-15 08:00:00,20180115080000.0,13346.34,13740.27,13147.79,13644.9,3087.358567,20180115115959.0,41645243.51965672,27878.0,1743.659012,23533634.69996833
2018-01-15 12:00:00,20180115120000.0,13645.0,14249.99,13520.17,13990.01,3698.877325,20180115155959.0,51777282.57493185,33669.0,1956.569157,27377916.03558171
2018-01-15 16:00:00,20180115160000.0,13990.01,14100.0,13655.21,13760.0,1868.799947,20180115195959.0,25935187.00920121,21770.0,803.329616,11154903.4763542
2018-01-15 20:00:00,20180115200000.0,13774.97,13841.75,13340.64,13539.93,1919.496502,20180115235959.0,26205423.27737842,20499.0,970.414174,13254072.18176037
2018-01-16 00:00:00,20180116000000.0,13500.0,13542.93,12501.0,12828.99,7118.016627,20180116035959.0,92271559.65540607,45878.0,3491.770205,45351976.48851151
2018-01-16 04:00:00,20180116040000.0,12829.98,13169.0,12222.0,12347.32,3386.526008,20180116075959.0,43426175.08267123,24918.0,1445.938182,18564963.67469521
2018-01-16 08:00:00,20180116080000.0,12340.0,12488.0,10620.88,12127.16,17380.261099,20180116115959.0,202053630.9618408,105071.0,8545.249836,99535442.0332439
2018-01-16 12:00:00,20180116120000.0,12140.0,12200.0,11000.0,11964.02,8099.861147,20180116155959.0,94363282.54845847,60067.0,4124.198874,48080564.03656074
2018-01-16 16:00:00,20180116160000.0,11963.9,11988.47,10575.35,11064.52,8288.472559,20180116195959.0,92490836.8070242,61725.0,4054.583685,45264069.52172696
2018-01-16 20:00:00,20180116200000.0,11082.12,11439.0,9035.0,10900.0,19128.031735,20180116235959.0,197545343.09400168,120584.0,8691.660935,89980054.17900804
2018-01-17 00:00:00,20180117000000.0,10899.99,11488.88,9777.0,10415.99,12871.834966,20180117035959.0,136885934.20771524,86774.0,6354.349059,67678985.46238525
2018-01-17 04:00:00,20180117040000.0,10415.99,11111.0,9950.55,10765.01,8250.154649,20180117075959.0,87422585.04052629,61066.0,4030.113535,42660031.79607325
2018-01-17 08:00:00,20180117080000.0,10777.93,10799.78,9587.99,9808.14,9702.344149,20180117115959.0,98384289.03605323,68354.0,4478.815764,45441577.8130071
2018-01-17 12:00:00,20180117120000.0,9850.76,10333.01,9037.94,9227.47,14020.736526,20180117155959.0,133522798.7562353,92777.0,6655.219433,63615695.2950921
2018-01-17 16:00:00,20180117160000.0,9227.46,10600.83,9150.01,10390.0,11753.768673,20180117195959.0,116208029.82326612,87419.0,5988.70451,59247522.76584203
2018-01-17 20:00:00,20180117200000.0,10366.0,11680.99,10181.89,10988.79,15732.957683,20180117235959.0,171730543.26740974,120903.0,7905.595836,86403478.29797938
2018-01-18 00:00:00,20180118000000.0,10972.59,11600.0,10650.0,10955.45,9452.007406,20180118035959.0,105800696.66386604,75490.0,4803.975052,53820523.33460985
2018-01-18 04:00:00,20180118040000.0,10950.01,11325.06,10435.33,10472.97,8196.573674,20180118075959.0,88533543.36159985,65975.0,3994.226869,43197536.76903303
2018-01-18 08:00:00,20180118080000.0,10461.71,11499.0,10440.01,11413.78,6725.663497,20180118115959.0,74365486.3752433,57106.0,3428.905738,37887530.86731535
2018-01-18 12:00:00,20180118120000.0,11413.78,11878.82,11230.0,11700.0,8457.279404,20180118155959.0,97771051.82813144,72808.0,4198.721628,48543385.1488756
2018-01-18 16:00:00,20180118160000.0,11696.99,11700.06,10888.0,11541.94,7545.898796,20180118195959.0,85145570.69504716,57907.0,3534.985351,39894562.74833124
2018-01-18 20:00:00,20180118200000.0,11535.0,11742.95,10635.3,10961.97,8087.01216,20180118235959.0,89673265.13451684,63826.0,3853.568207,42748266.7970618
2018-01-19 00:00:00,20180119000000.0,10960.0,11435.0,10360.0,10830.52,8231.732797,20180119035959.0,89451661.01000233,61750.0,3940.318137,42802180.45289261
2018-01-19 04:00:00,20180119040000.0,10830.52,11333.0,10601.0,11069.72,5488.382275,20180119075959.0,60487786.60329641,41705.0,2846.557214,31374040.0748921
2018-01-19 08:00:00,20180119080000.0,11060.0,11596.0,10950.0,11530.22,5898.414912,20180119115959.0,67322926.99393462,45429.0,2947.730148,33649960.0192787
2018-01-19 12:00:00,20180119120000.0,11535.18,11795.0,11123.0,11400.0,6420.48879,20180119155959.0,74050227.72147793,52853.0,3183.963412,36732251.56179379
2018-01-19 16:00:00,20180119160000.0,11383.16,11700.0,11003.0,11160.5,5110.596379,20180119195959.0,57852358.42489205,44985.0,2319.545747,26274823.16366327
2018-01-19 20:00:00,20180119200000.0,11141.1,11487.39,11061.22,11474.98,2979.760268,20180119235959.0,33608538.47297587,26549.0,1633.301697,18426421.61970195
2018-01-20 00:00:00,20180120000000.0,11474.98,11795.0,11412.45,11749.93,3661.42197,20180120035959.0,42589914.0951064,28403.0,1976.08298,22991696.00930314
2018-01-20 04:00:00,20180120040000.0,11749.91,12869.0,11545.0,12660.98,9899.460966,20180120075959.0,122980195.47534686,74137.0,4817.510068,59736511.64920217
2018-01-20 08:00:00,20180120080000.0,12660.98,12835.0,12300.0,12320.01,4266.527722,20180120115959.0,53678337.93762433,37823.0,2181.602932,27473863.16261488
2018-01-20 12:00:00,20180120120000.0,12320.05,12700.0,12240.24,12539.05,3472.518676,20180120155959.0,43451311.36166178,34644.0,1597.252046,19995494.12395626
2018-01-20 16:00:00,20180120160000.0,12539.08,13099.0,12535.0,12770.02,4922.859331,20180120195959.0,63265474.24227971,47758.0,2457.158345,31568773.40176803
2018-01-20 20:00:00,20180120200000.0,12779.53,12929.97,12600.0,12799.94,2546.069162,20180120235959.0,32595874.66895136,28882.0,1359.589634,17417319.55786279
2018-01-21 00:00:00,20180121000000.0,12799.8,12799.8,12201.0,12400.0,5130.624885,20180121035959.0,63941412.29607174,45058.0,2362.247223,29444451.95897605
2018-01-21 04:00:00,20180121040000.0,12409.96,12410.0,11300.0,11701.14,9978.489419,20180121075959.0,118759813.62478884,82638.0,4902.15051,58368784.18208133
2018-01-21 08:00:00,20180121080000.0,11721.43,12194.18,11515.0,12194.18,6688.411092,20180121115959.0,78934804.72835435,56293.0,3627.786247,42824115.79732877
2018-01-21 12:00:00,20180121120000.0,12194.18,12291.35,11403.0,11412.0,5842.031897,20180121155959.0,69380562.98884305,54822.0,2757.469164,32723838.27760696
2018-01-21 16:00:00,20180121160000.0,11420.99,11548.99,11024.0,11356.99,8398.565957,20180121195959.0,94505591.97703928,74057.0,4238.555893,47720457.3235971
2018-01-21 20:00:00,20180121200000.0,11356.99,11542.39,10965.0,11530.0,5341.650176,20180121235959.0,59767045.20379512,47339.0,2686.551024,30072802.44224477
2018-01-22 00:00:00,20180122000000.0,11530.0,11770.0,11149.0,11502.93,5103.973188,20180122035959.0,58610903.91278991,45304.0,2504.194821,28752478.15208151
2018-01-22 04:00:00,20180122040000.0,11480.56,11765.0,11400.0,11743.97,4492.376024,20180122075959.0,52076116.7051476,40054.0,2204.818425,25567626.47569057
2018-01-22 08:00:00,20180122080000.0,11745.0,11926.35,11231.0,11240.0,4390.403349,20180122115959.0,51229074.05794942,42891.0,2110.254592,24634433.74364923
2018-01-22 12:00:00,20180122120000.0,11240.0,11380.0,10139.97,10330.0,14109.4601,20180122155959.0,150913337.5888996,109483.0,6616.476634,70773370.89981797
2018-01-22 16:00:00,20180122160000.0,10330.06,10750.0,10231.0,10540.71,6780.8823,20180122195959.0,71148447.33898742,57033.0,3464.922071,36370306.71562491
2018-01-22 20:00:00,20180122200000.0,10507.01,10849.0,9900.24,10760.05,8875.51183,20180122235959.0,91738634.60492305,68499.0,4399.909285,45579263.13875778
2018-01-23 00:00:00,20180123000000.0,10760.05,10998.0,10502.0,10835.0,5031.535467,20180123035959.0,54136162.11032265,45937.0,2527.625475,27201360.87185333
2018-01-23 04:00:00,20180123040000.0,10830.82,10941.54,10108.4,10250.0,6406.772069,20180123075959.0,66704053.79266952,55461.0,3063.599597,31928628.54260568
2018-01-23 08:00:00,20180123080000.0,10250.85,10645.06,9905.0,10143.1,5818.293436,20180123115959.0,59811665.62576726,54610.0,2853.509717,29411765.30248589
2018-01-23 12:00:00,20180123120000.0,10143.01,10770.54,9987.02,10750.0,6732.222401,20180123155959.0,69655055.33343628,60175.0,3705.040976,38386455.85536937
2018-01-23 16:00:00,20180123160000.0,10750.0,11399.0,10740.0,10952.98,8641.766165,20180123195959.0,96060756.15900049,89849.0,4331.138778,48124177.5408201
2018-01-23 20:00:00,20180123200000.0,10952.96,11199.0,10678.0,10799.18,4843.333014,20180123235959.0,53051720.21178453,49254.0,2266.879285,24847131.16016535
2018-01-24 00:00:00,20180124000000.0,10799.14,10894.08,10503.0,10820.32,4205.301336,20180124035959.0,44902596.00961425,43769.0,1982.923847,21179399.63624551
2018-01-24 04:00:00,20180124040000.0,10820.32,11100.1,10500.0,10956.0,4565.207538,20180124075959.0,49201157.64405911,47186.0,2291.68718,24707840.04315925
2018-01-24 08:00:00,20180124080000.0,10955.99,11234.0,10729.0,11111.0,4105.795217,20180124115959.0,45192242.27763714,43288.0,1863.506047,20518105.2282176
2018-01-24 12:00:00,20180124120000.0,11111.0,11570.48,11022.0,11070.09,7581.661758,20180124155959.0,85608246.8149241,79136.0,3637.479909,41065373.39110294
2018-01-24 16:00:00,20180124160000.0,11070.09,11285.99,10862.08,11235.28,3826.549969,20180124195959.0,42351542.65564321,44477.0,1865.604533,20648393.69772446
2018-01-24 20:00:00,20180124200000.0,11235.28,11390.0,11057.0,11349.99,2874.071944,20180124235959.0,32214822.02832239,35573.0,1446.191572,16216109.62895241
2018-01-25 00:00:00,20180125000000.0,11349.96,11794.05,11248.48,11688.5,4505.1983,20180125035959.0,51700470.30643532,47536.0,2263.083905,25982496.32326085
2018-01-25 04:00:00,20180125040000.0,11691.28,11691.28,11430.0,11460.0,3712.389547,20180125075959.0,42929238.41343378,40300.0,1771.271539,20485948.39994482
2018-01-25 08:00:00,20180125080000.0,11465.91,11483.98,11147.07,11215.0,3271.206106,20180125115959.0,37028594.87375206,36367.0,1548.736077,17525931.44725978
2018-01-25 12:00:00,20180125120000.0,11215.0,11327.73,10959.0,10999.0,3855.514966,20180125155959.0,43013618.20758492,40442.0,1756.616352,19609683.70346257
2018-01-25 16:00:00,20180125160000.0,10998.99,11303.9,10950.21,11237.57,3193.623586,20180125195959.0,35503242.33763724,31838.0,1753.121274,19502796.51734796
2018-01-25 20:00:00,20180125200000.0,11230.0,11395.0,11111.0,11175.27,2302.021678,20180125235959.0,25906200.83480897,24557.0,1108.557772,12477831.85605896
2018-01-26 00:00:00,20180126000000.0,11184.7,11643.0,11160.43,11507.34,3377.241964,20180126035959.0,38610910.49384986,33840.0,1898.80031,21700203.31815107
2018-01-26 04:00:00,20180126040000.0,11507.36,11555.0,11010.0,11010.0,3269.703914,20180126075959.0,36879877.32625179,32378.0,1413.734364,16001399.46656094
2018-01-26 08:00:00,20180126080000.0,11010.09,11034.95,10311.15,10513.97,11290.861848,20180126115959.0,119782369.49517718,95400.0,5249.521462,55682675.64440295
2018-01-26 12:00:00,20180126120000.0,10510.0,11147.85,10410.0,11147.85,7721.121087,20180126155959.0,83212217.10465784,66519.0,3348.110096,36028741.10767207
2018-01-26 16:00:00,20180126160000.0,11147.84,11399.0,10868.8,10933.0,5122.93022,20180126195959.0,57056328.60217057,57300.0,2328.206196,25927328.83692813
2018-01-26 20:00:00,20180126200000.0,10932.99,11168.0,10800.93,11089.0,2275.012927,20180126235959.0,24940767.15164702,29283.0,1092.417125,11988604.01958728
2018-01-27 00:00:00,20180127000000.0,11089.0,11251.0,10842.69,10985.0,2809.370415,20180127035959.0,31062345.44091806,30724.0,1249.296975,13812756.03865259
2018-01-27 04:00:00,20180127040000.0,10985.0,11400.0,10963.0,11243.68,3227.164669,20180127075959.0,36220181.1663616,33428.0,1568.242327,17612615.92490712
2018-01-27 08:00:00,20180127080000.0,11243.68,11349.0,10900.0,11020.0,3153.964215,20180127115959.0,35181176.60902911,34567.0,1397.829449,15607455.55506439
2018-01-27 12:00:00,20180127120000.0,11018.0,11495.0,10968.18,11464.97,3418.74189,20180127155959.0,38280470.83812683,35988.0,1855.920542,20812583.48407303
2018-01-27 16:00:00,20180127160000.0,11452.62,11625.0,11360.0,11505.17,3423.997781,20180127195959.0,39301716.50758317,41807.0,1881.63979,21597819.32430019
2018-01-27 20:00:00,20180127200000.0,11505.1,11650.0,11400.0,11491.0,2827.529375,20180127235959.0,32617308.97146349,30964.0,1256.00888,14492661.46916571
2018-01-28 00:00:00,20180128000000.0,11499.98,11620.0,11408.0,11592.93,2108.36326,20180128035959.0,24305895.55134687,27107.0,969.130046,11180571.3472206
2018-01-28 04:00:00,20180128040000.0,11592.93,12244.0,11581.85,11969.0,5107.716548,20180128075959.0,61051164.58772001,55220.0,2331.661749,27829907.12601303
2018-01-28 08:00:00,20180128080000.0,11969.0,12067.99,11818.0,12012.62,2844.871366,20180128115959.0,33959050.26954919,35348.0,1147.898228,13705370.84904022
2018-01-28 12:00:00,20180128120000.0,12001.94,12079.9,11652.0,11791.12,3154.966153,20180128155959.0,37312751.0193597,39835.0,1305.713083,15438379.24381107
2018-01-28 16:00:00,20180128160000.0,11793.0,11925.0,11750.0,11870.0,1837.889383,20180128195959.0,21723130.25555678,22076.0,841.738081,9955037.98035826
2018-01-28 20:00:00,20180128200000.0,11870.0,11999.98,11804.8,11879.95,1833.532814,20180128235959.0,21859591.25992151,26661.0,746.64581,8901747.28560432
2018-01-29 00:00:00,20180129000000.0,11879.95,11975.02,11433.0,11598.98,3934.339324,20180129035959.0,45697246.8837651,40860.0,1588.137357,18441550.00855016
