TimeStamp	ClosePrice	TradeVolume	BuyVolume	Return	PriceTime
2020-12-31 08:00:00	84.853	3478622.875933	1858921.423236	0.012810389732832217	2020-12-31 08:00:00
2020-12-31 12:00:00	85.94	5154079.199213	2915836.454885	0.005352571561554775	2020-12-31 12:00:00
2020-12-31 16:00:00	86.4	1771538.994965	1009712.301518	0.024074074074074137	2020-12-31 16:00:00
2020-12-31 20:00:00	88.48	3034591.723175	1710557.347174	-0.0002938517179024158	2020-12-31 20:00:00
2021-01-01 00:00:00	88.454	3870172.961594	1966110.372673	-0.02149139665814992	2021-01-01 00:00:00
2021-01-01 04:00:00	86.553	2883025.245052	1593344.991682	0.015193003131029448	2021-01-01 04:00:00
2021-01-01 08:00:00	87.868	2562010.442179	1285485.789754	-0.007955114489916704	2021-01-01 08:00:00
2021-01-01 12:00:00	87.169	1734197.153755	827710.163844	-0.003923413139992449	2021-01-01 12:00:00
2021-01-01 16:00:00	86.827	4187307.281131	2223183.141768	0.04473262925126975	2021-01-01 16:00:00
2021-01-01 20:00:00	90.711	1765124.801048	930713.113219	-0.041020383415462325	2021-01-01 20:00:00
2021-01-02 00:00:00	86.99	3240207.187362	1432679.32021	-0.005195999540177021	2021-01-02 00:00:00
2021-01-02 04:00:00	86.538	2405479.506075	959028.197478	-0.032321061267882256	2021-01-02 04:00:00
2021-01-02 08:00:00	83.741	2852865.084154	1319254.578206	0.02752534600733214	2021-01-02 08:00:00
2021-01-02 12:00:00	86.046	2647764.76467	1192217.464881	0.008693024661227566	2021-01-02 12:00:00
2021-01-02 16:00:00	86.794	2918648.608231	1421877.509649	-0.011821093623983203	2021-01-02 16:00:00
2021-01-02 20:00:00	85.768	3118641.796388	1530905.951293	-0.014889002891521286	2021-01-02 20:00:00
2021-01-03 00:00:00	84.491	1460415.653057	712555.411672	-0.023493626540104895	2021-01-03 00:00:00
2021-01-03 04:00:00	82.506	1463443.260556	541980.967863	0.02788888080866858	2021-01-03 04:00:00
2021-01-03 08:00:00	84.807	2488028.39415	1273044.295654	0.07690402914853722	2021-01-03 08:00:00
2021-01-03 12:00:00	91.329	8584643.075254	4884618.99382	-0.012252406136057603	2021-01-03 12:00:00
2021-01-03 16:00:00	90.21	7136517.76391	3812559.853137	0.03955215608025742	2021-01-03 16:00:00
2021-01-03 20:00:00	93.778	4727307.102782	2582121.797325	0.0998208535050864	2021-01-03 20:00:00
2021-01-04 00:00:00	103.139	14019396.309366	8359611.422874	-0.027904090596185704	2021-01-04 00:00:00
2021-01-04 04:00:00	100.261	11196658.568749	5768067.757968	-0.05967425020695971	2021-01-04 04:00:00
2021-01-04 08:00:00	94.278	11743607.818494	5429678.015047	0.11989011222130297	2021-01-04 08:00:00
2021-01-04 12:00:00	105.581	7210219.649045	4153615.87301	0.04183517867798181	2021-01-04 12:00:00
2021-01-04 16:00:00	109.998	10616141.454884	5936770.913797	0.038846160839288046	2021-01-04 16:00:00
