State,County,Labor Force,Employed,Unemployed,Unemployment Rate,Life Expectancy,Natural_Amenity,Median Child Income,Gini,Gini_bin,Employ_bin,Avg Natural_Amenity
CA,TULARE COUNTY,"202,126","178,491","23,635",11.7,77.988,5.65,30300.0,0.488,0.5,10.0,-1.4098257839721255
CA,TUOLUMNE COUNTY,"21,532","20,005","1,527",7.1,79.467,7.1,35800.0,0.407,0.4,5.0,-1.4098257839721255
CA,VENTURA COUNTY,"427,235","402,977","24,258",5.7,81.02,11.17,38200.0,0.455,0.5,5.0,-1.4098257839721255
CA,YOLO COUNTY,"104,154","97,384","6,770",6.5,80.614,5.1,36600.0,0.457,0.5,5.0,-1.4098257839721255
CA,YUBA COUNTY,"27,726","25,135","2,591",9.3,75.969,4.97,31100.0,0.37,0.4,10.0,-1.4098257839721255
CO,ADAMS COUNTY,"247,743","237,372","10,371",4.2,77.978,2.48,34100.0,0.334,0.3,5.0,-1.4098257839721255
CO,ALAMOSA COUNTY,"7,648","7,267",381,5.0,78.15,1.59,33000.0,0.431,0.4,5.0,-1.4098257839721255
CO,ARAPAHOE COUNTY,"334,380","322,380","12,000",3.6,79.712,2.35,41800.0,0.434,0.4,5.0,-1.4098257839721255
CO,ARCHULETA COUNTY,"6,011","5,777",234,3.9,82.05,5.58,30400.0,0.452,0.5,5.0,-1.4098257839721255
CO,BACA COUNTY,"1,971","1,932",39,2.0,80.0,0.48,35853.245749613605,0.3810850077279752,0.4,0.0,-1.4098257839721255
CO,BENT COUNTY,"1,732","1,666",66,3.8,78.0,2.45,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,BOULDER COUNTY,"176,818","171,415","5,403",3.1,81.556,5.82,41900.0,0.385,0.4,5.0,-1.4098257839721255
CO,CHAFFEE COUNTY,"8,494","8,215",279,3.3,79.95,6.46,38400.0,0.326,0.3,5.0,-1.4098257839721255
CO,CHEYENNE COUNTY,"1,011",985,26,2.6,89.5,-0.04,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,CLEAR CREEK COUNTY,"5,545","5,349",196,3.5,82.9,6.96,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,CONEJOS COUNTY,"3,596","3,398",198,5.5,82.25,4.98,35400.0,0.389,0.4,5.0,-1.4098257839721255
CO,COSTILLA COUNTY,"1,621","1,521",100,6.2,79.5,4.96,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,CROWLEY COUNTY,"1,353","1,295",58,4.3,76.4,2.6,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,CUSTER COUNTY,"1,988","1,921",67,3.4,82.7,5.61,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,DELTA COUNTY,"13,432","12,693",739,5.5,78.886,3.64,40800.0,0.378,0.4,5.0,-1.4098257839721255
CO,DENVER COUNTY,,,,5.47577426015141,78.523,2.88,27800.0,0.619,0.6,5.0,-1.4098257839721255
CO,DOLORES COUNTY,"1,323","1,283",40,3.0,76.8,4.38,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,DOUGLAS COUNTY,"172,204","167,066","5,138",3.0,82.076,5.15,49300.0,0.235,0.2,5.0,-1.4098257839721255
CO,EAGLE COUNTY,"32,755","31,765",990,3.0,82.4,4.57,39900.0,0.548,0.5,5.0,-1.4098257839721255
CO,EL PASO COUNTY,"307,595","293,988","13,607",4.4,79.042,5.15,35000.0,0.401,0.4,5.0,-1.4098257839721255
CO,ELBERT COUNTY,"13,264","12,862",402,3.0,80.514,0.9,40500.0,0.273,0.3,5.0,-1.4098257839721255
CO,FREMONT COUNTY,"14,489","13,627",862,5.9,76.136,4.82,36200.0,0.352,0.4,5.0,-1.4098257839721255
CO,GARFIELD COUNTY,"30,462","29,247","1,215",4.0,81.27,3.81,42600.0,0.361,0.4,5.0,-1.4098257839721255
CO,GILPIN COUNTY,"3,399","3,297",102,3.0,81.8,6.97,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,GRAND COUNTY,"9,056","8,775",281,3.1,80.533,7.47,38500.0,0.361,0.4,5.0,-1.4098257839721255
CO,GUNNISON COUNTY,"9,793","9,515",278,2.8,80.667,4.94,38200.0,0.472,0.5,5.0,-1.4098257839721255
CO,HINSDALE COUNTY,440,427,13,3.0,81.4,6.9,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,HUERFANO COUNTY,"2,366","2,190",176,7.4,81.4,5.2,31600.0,0.389,0.4,5.0,-1.4098257839721255
CO,JACKSON COUNTY,834,804,30,3.6,78.7,6.45,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,JEFFERSON COUNTY,"308,899","298,400","10,499",3.4,79.94,5.61,43200.0,0.33,0.3,5.0,-1.4098257839721255
CO,KIOWA COUNTY,791,771,20,2.5,78.2,2.31,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,KIT CARSON COUNTY,"4,322","4,222",100,2.3,80.033,-0.01,47400.0,0.38,0.4,0.0,-1.4098257839721255
CO,LA PLATA COUNTY,"29,862","28,871",991,3.3,81.72,5.83,37800.0,0.415,0.4,5.0,-1.4098257839721255
CO,LAKE COUNTY,"4,567","4,397",170,3.7,78.6,8.52,34500.0,0.291,0.3,5.0,-1.4098257839721255
CO,LARIMER COUNTY,"180,622","174,867","5,755",3.2,80.546,5.62,40900.0,0.368,0.4,5.0,-1.4098257839721255
CO,LAS ANIMAS COUNTY,"6,124","5,793",331,5.4,78.617,3.6,33000.0,0.365,0.4,5.0,-1.4098257839721255
CO,LINCOLN COUNTY,"2,169","2,098",71,3.3,80.8,1.05,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,LOGAN COUNTY,"10,935","10,614",321,2.9,78.183,1.29,42900.0,0.447,0.4,5.0,-1.4098257839721255
CO,MESA COUNTY,"71,758","67,929","3,829",5.3,78.419,2.26,39900.0,0.422,0.4,5.0,-1.4098257839721255
CO,MOFFAT COUNTY,"7,104","6,793",311,4.4,77.925,4.14,46500.0,0.267,0.3,5.0,-1.4098257839721255
CO,MONTEZUMA COUNTY,"12,330","11,655",675,5.5,80.829,4.41,35500.0,0.378,0.4,5.0,-1.4098257839721255
CO,MONTROSE COUNTY,"19,319","18,379",940,4.9,79.38,2.94,36000.0,0.376,0.4,5.0,-1.4098257839721255
CO,MORGAN COUNTY,"14,669","14,132",537,3.7,79.712,1.43,40800.0,0.335,0.3,5.0,-1.4098257839721255
CO,OTERO COUNTY,"7,877","7,437",440,5.6,76.943,2.24,31600.0,0.375,0.4,5.0,-1.4098257839721255
CO,OURAY COUNTY,"2,154","2,064",90,4.2,83.2,6.08,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,PARK COUNTY,"9,370","9,060",310,3.3,80.45,7.11,40700.0,0.274,0.3,5.0,-1.4098257839721255
CO,PHILLIPS COUNTY,"2,358","2,304",54,2.3,80.1,-0.71,35853.245749613605,0.3810850077279752,0.4,0.0,-1.4098257839721255
CO,PITKIN COUNTY,"10,737","10,337",400,3.7,82.425,6.14,32800.0,0.537,0.5,5.0,-1.4098257839721255
CO,PROWERS COUNTY,"5,812","5,586",226,3.9,78.86,1.13,37300.0,0.356,0.4,5.0,-1.4098257839721255
CO,PUEBLO COUNTY,"71,657","67,755","3,902",5.4,76.361,2.11,30300.0,0.456,0.5,5.0,-1.4098257839721255
CO,RIO BLANCO COUNTY,"2,805","2,663",142,5.1,78.95,3.59,55400.0,0.351,0.4,5.0,-1.4098257839721255
CO,RIO GRANDE COUNTY,"4,861","4,566",295,6.1,78.933,5.26,35500.0,0.471,0.5,5.0,-1.4098257839721255
CO,ROUTT COUNTY,"14,282","13,835",447,3.1,81.762,5.29,41500.0,0.386,0.4,5.0,-1.4098257839721255
CO,SAGUACHE COUNTY,"3,075","2,893",182,5.9,82.6,4.91,32200.0,0.424,0.4,5.0,-1.4098257839721255
CO,SAN MIGUEL COUNTY,"5,073","4,888",185,3.6,80.4,5.14,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,SEDGWICK COUNTY,"1,146","1,109",37,3.2,76.1,0.92,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,SUMMIT COUNTY,"20,570","20,070",500,2.4,82.05,8.08,39100.0,0.399,0.4,0.0,-1.4098257839721255
CO,TELLER COUNTY,"11,402","10,912",490,4.3,80.38,6.29,36800.0,0.433,0.4,5.0,-1.4098257839721255
CO,WASHINGTON COUNTY,"2,786","2,717",69,2.5,80.15,0.58,35853.245749613605,0.3810850077279752,0.4,5.0,-1.4098257839721255
CO,WELD COUNTY,"147,778","142,298","5,480",3.7,79.297,1.7,37700.0,0.404,0.4,5.0,-1.4098257839721255
CO,YUMA COUNTY,"5,133","5,004",129,2.5,79.65,0.3,49000.0,0.344,0.3,5.0,-1.4098257839721255
CT,FAIRFIELD COUNTY,"478,977","453,714","25,263",5.3,81.499,2.25,45100.0,0.553,0.6,5.0,-1.4098257839721255
CT,HARTFORD COUNTY,"474,837","447,501","27,336",5.8,79.479,1.05,41500.0,0.465,0.5,5.0,-1.4098257839721255
CT,LITCHFIELD COUNTY,"105,269","99,923","5,346",5.1,80.089,1.04,44600.0,0.336,0.3,5.0,-1.4098257839721255
CT,MIDDLESEX COUNTY,"92,375","87,903","4,472",4.8,80.741,2.32,46800.0,0.307,0.3,5.0,-1.4098257839721255
CT,NEW HAVEN COUNTY,"456,464","428,594","27,870",6.1,79.288,2.52,40300.0,0.425,0.4,5.0,-1.4098257839721255
CT,NEW LONDON COUNTY,"136,378","128,424","7,954",5.8,79.579,2.43,38900.0,0.389,0.4,5.0,-1.4098257839721255
CT,TOLLAND COUNTY,"85,230","81,081","4,149",4.9,81.025,1.48,48700.0,0.276,0.3,5.0,-1.4098257839721255
CT,WINDHAM COUNTY,"62,556","58,647","3,909",6.2,79.365,1.28,37400.0,0.35,0.3,5.0,-1.4098257839721255
DE,KENT COUNTY,"75,799","71,772","4,027",5.3,76.8,-0.07,32700.0,0.387,0.4,5.0,-1.4098257839721255
DE,NEW CASTLE COUNTY,"289,489","276,051","13,438",4.6,77.771,0.01,34900.0,0.441,0.4,5.0,-1.4098257839721255
DE,SUSSEX COUNTY,"97,463","92,732","4,731",4.9,78.483,0.05,28100.0,0.466,0.5,5.0,-1.4098257839721255
FL,ALACHUA COUNTY,"129,993","123,941","6,052",4.7,77.945,2.44,27500.0,0.53,0.5,5.0,-1.4098257839721255
FL,BAKER COUNTY,"11,217","10,584",633,5.6,75.95,0.65,29500.0,0.331,0.3,5.0,-1.4098257839721255
FL,BAY COUNTY,"87,884","83,026","4,858",5.5,75.826,2.15,28000.0,0.47,0.5,5.0,-1.4098257839721255
FL,BRADFORD COUNTY,"10,786","10,260",526,4.9,76.2,1.34,26800.0,0.353,0.4,5.0,-1.4098257839721255
FL,BREVARD COUNTY,"257,457","241,882","15,575",6.0,77.315,3.93,29200.0,0.423,0.4,5.0,-1.4098257839721255
FL,BROWARD COUNTY,"992,033","940,668","51,365",5.2,79.301,4.98,29800.0,0.564,0.6,5.0,-1.4098257839721255
FL,CALHOUN COUNTY,"4,960","4,654",306,6.2,77.667,1.12,27700.0,0.36,0.4,5.0,-1.4098257839721255
FL,CHARLOTTE COUNTY,"67,928","63,810","4,118",6.1,78.725,5.1,30700.0,0.445,0.4,5.0,-1.4098257839721255
FL,CITRUS COUNTY,"48,006","44,364","3,642",7.6,75.063,3.43,27800.0,0.439,0.4,10.0,-1.0578048780487803
FL,CLAY COUNTY,"98,837","93,804","5,033",5.1,77.186,2.01,33200.0,0.326,0.3,5.0,-1.0578048780487803
FL,COLLIER COUNTY,"164,330","155,607","8,723",5.3,81.592,5.0,28900.0,0.663,0.7,5.0,-1.0578048780487803
FL,COLUMBIA COUNTY,"29,089","27,474","1,615",5.6,74.755,0.59,25600.0,0.438,0.4,5.0,-1.0578048780487803
FL,DIXIE COUNTY,"5,609","5,256",353,6.3,76.4,2.42,26400.0,0.296,0.3,5.0,-1.0578048780487803
FL,DUVAL COUNTY,"462,381","435,287","27,094",5.9,75.768,2.31,26300.0,0.512,0.5,5.0,-1.0578048780487803
FL,ESCAMBIA COUNTY,"138,671","130,843","7,828",5.6,75.154,2.34,26300.0,0.506,0.5,5.0,-1.0578048780487803
FL,FLAGLER COUNTY,"43,845","41,064","2,781",6.3,79.005,2.7,27400.0,0.425,0.4,5.0,-1.0578048780487803
FL,FRANKLIN COUNTY,"4,791","4,563",228,4.8,75.375,2.66,21400.0,0.45,0.4,5.0,-1.0578048780487803
FL,GADSDEN COUNTY,"18,285","16,957","1,328",7.3,75.622,1.65,18900.0,0.394,0.4,5.0,-1.0578048780487803
FL,GILCHRIST COUNTY,"6,524","6,151",373,5.7,77.36,1.21,29000.0,0.318,0.3,5.0,-1.0578048780487803
FL,GLADES COUNTY,"4,729","4,388",341,7.2,74.55,5.15,35853.245749613605,0.3810850077279752,0.4,5.0,-1.0578048780487803
FL,GULF COUNTY,"6,019","5,699",320,5.3,76.5,2.25,23200.0,0.358,0.4,5.0,-1.0578048780487803
FL,HAMILTON COUNTY,"4,540","4,243",297,6.5,75.1,0.58,23100.0,0.323,0.3,5.0,-1.0578048780487803
FL,HARDEE COUNTY,"10,131","9,416",715,7.1,79.533,2.25,26600.0,0.439,0.4,5.0,-1.0578048780487803
FL,HENDRY COUNTY,"15,162","13,535","1,627",10.7,78.317,4.22,24800.0,0.43,0.4,10.0,-1.0578048780487803
FL,HERNANDO COUNTY,"66,373","61,707","4,666",7.0,76.175,3.71,27000.0,0.435,0.4,5.0,-1.0578048780487803
FL,HIGHLANDS COUNTY,"35,485","32,799","2,686",7.6,77.426,4.14,26500.0,0.481,0.5,10.0,-1.0578048780487803
FL,HILLSBOROUGH COUNTY,"692,032","656,690","35,342",5.1,77.533,4.32,28300.0,0.543,0.5,5.0,-1.0578048780487803
FL,HOLMES COUNTY,"6,718","6,301",417,6.2,74.5,0.89,27200.0,0.367,0.4,5.0,-1.0578048780487803
FL,INDIAN RIVER COUNTY,"61,460","57,212","4,248",6.9,79.678,4.72,28100.0,0.638,0.6,5.0,-1.0578048780487803
FL,JACKSON COUNTY,"17,379","16,345","1,034",5.9,74.727,1.76,26400.0,0.424,0.4,5.0,-1.0578048780487803
FL,JEFFERSON COUNTY,"5,395","5,071",324,6.0,76.5,2.0,21500.0,0.454,0.5,5.0,-1.0578048780487803
FL,LAFAYETTE COUNTY,"3,217","3,068",149,4.6,77.2,0.84,35853.245749613605,0.3810850077279752,0.4,5.0,-1.0578048780487803
FL,LAKE COUNTY,"141,343","133,475","7,868",5.6,77.765,3.4,26000.0,0.497,0.5,5.0,-1.0578048780487803
FL,LEE COUNTY,"320,586","303,892","16,694",5.2,78.688,5.23,28600.0,0.535,0.5,5.0,-1.0578048780487803
FL,LEON COUNTY,"148,125","140,607","7,518",5.1,77.575,1.75,29500.0,0.478,0.5,5.0,-1.0578048780487803
FL,LEVY COUNTY,"16,510","15,547",963,5.8,74.925,2.47,23800.0,0.341,0.3,5.0,-1.0578048780487803
FL,LIBERTY COUNTY,"2,648","2,491",157,5.9,75.85,0.36,35853.245749613605,0.3810850077279752,0.4,5.0,-1.0578048780487803
FL,MADISON COUNTY,"7,504","7,039",465,6.2,76.14,1.3,20600.0,0.355,0.4,5.0,-1.0578048780487803
FL,MANATEE COUNTY,"165,527","157,051","8,476",5.1,78.997,4.66,26700.0,0.519,0.5,5.0,-1.0578048780487803
FL,MARION COUNTY,"130,698","122,131","8,567",6.6,75.448,2.59,24900.0,0.504,0.5,5.0,-1.0578048780487803
FL,MARTIN COUNTY,"69,769","65,987","3,782",5.4,81.606,5.34,31400.0,0.598,0.6,5.0,-1.0578048780487803
FL,MONROE COUNTY,"45,948","44,332","1,616",3.5,79.424,6.05,31600.0,0.583,0.6,5.0,-1.0578048780487803
FL,NASSAU COUNTY,"36,703","34,798","1,905",5.2,78.217,2.04,30000.0,0.406,0.4,5.0,-1.0578048780487803
FL,OKALOOSA COUNTY,"92,079","87,870","4,209",4.6,78.016,2.01,31300.0,0.434,0.4,5.0,-1.0578048780487803
FL,OKEECHOBEE COUNTY,"17,318","16,216","1,102",6.4,77.056,4.7,25200.0,0.459,0.5,5.0,-1.0578048780487803
FL,ORANGE COUNTY,"688,737","653,788","34,949",5.1,78.436,2.96,26600.0,0.543,0.5,5.0,-1.0578048780487803
FL,OSCEOLA COUNTY,"157,892","148,689","9,203",5.8,79.132,4.5,27400.0,0.404,0.4,5.0,-1.0578048780487803
FL,PALM BEACH COUNTY,"693,582","657,771","35,811",5.2,80.354,5.14,29700.0,0.615,0.6,5.0,-1.0578048780487803
FL,PASCO COUNTY,"216,242","203,402","12,840",5.9,76.321,3.37,26800.0,0.414,0.4,5.0,-1.0578048780487803
FL,PINELLAS COUNTY,"472,466","448,842","23,624",5.0,77.649,5.05,28600.0,0.552,0.6,5.0,-1.0578048780487803
FL,POLK COUNTY,"281,059","263,119","17,940",6.4,77.267,3.98,26900.0,0.477,0.5,5.0,-1.0578048780487803
FL,PUTNAM COUNTY,"27,376","25,266","2,110",7.7,74.519,2.35,23300.0,0.425,0.4,10.0,-1.0578048780487803
FL,SANTA ROSA COUNTY,"74,246","70,622","3,624",4.9,77.246,1.94,33600.0,0.425,0.4,5.0,-1.0578048780487803
FL,SARASOTA COUNTY,"178,504","169,363","9,141",5.1,80.29,4.78,31300.0,0.564,0.6,5.0,-1.0578048780487803
FL,SEMINOLE COUNTY,"237,549","225,741","11,808",5.0,79.79,3.14,34000.0,0.482,0.5,5.0,-1.0578048780487803
FL,ST. JOHNS COUNTY,"113,798","109,271","4,527",4.0,80.342,2.98,31600.0,0.531,0.5,5.0,-1.0578048780487803
FL,ST. LUCIE COUNTY,"131,823","123,346","8,477",6.4,77.728,5.03,25000.0,0.445,0.4,5.0,-1.0578048780487803
FL,SUMTER COUNTY,"28,750","26,518","2,232",7.8,76.058,2.84,22800.0,0.378,0.4,10.0,-1.0578048780487803
FL,SUWANNEE COUNTY,"18,005","17,014",991,5.5,75.743,0.7,28100.0,0.344,0.3,5.0,-1.0578048780487803
FL,TAYLOR COUNTY,"9,015","8,404",611,6.8,76.075,2.32,27600.0,0.503,0.5,5.0,-1.0578048780487803
FL,UNION COUNTY,"4,753","4,520",233,4.9,73.433,1.6,25700.0,0.319,0.3,5.0,-1.0578048780487803
FL,VOLUSIA COUNTY,"239,604","225,449","14,155",5.9,77.039,3.45,26600.0,0.468,0.5,5.0,-1.0578048780487803
FL,WAKULLA COUNTY,"14,013","13,353",660,4.7,76.55,1.95,27400.0,0.332,0.3,5.0,-1.0578048780487803
FL,WALTON COUNTY,"27,949","26,623","1,326",4.7,78.136,2.18,24800.0,0.452,0.5,5.0,-1.0578048780487803
FL,WASHINGTON COUNTY,"9,648","9,068",580,6.0,74.083,1.95,26300.0,0.364,0.4,5.0,-1.0578048780487803
GA,APPLING COUNTY,"8,578","7,940",638,7.4,74.05,0.06,26000.0,0.393,0.4,5.0,-1.0578048780487803
GA,ATKINSON COUNTY,"3,821","3,598",223,5.8,74.567,0.24,21700.0,0.39,0.4,5.0,-1.0578048780487803
GA,BACON COUNTY,"4,840","4,557",283,5.8,72.833,-0.47,23900.0,0.447,0.4,5.0,-1.0578048780487803
GA,BAKER COUNTY,"1,111","1,029",82,7.4,77.1,-0.07,35853.245749613605,0.3810850077279752,0.4,5.0,-1.0578048780487803
GA,BALDWIN COUNTY,"17,554","16,186","1,368",7.8,75.044,2.09,20900.0,0.457,0.5,10.0,-1.0578048780487803
GA,BANKS COUNTY,"8,127","7,666",461,5.7,76.225,-1.21,31800.0,0.374,0.4,5.0,-1.0578048780487803
GA,BARROW COUNTY,"35,704","33,793","1,911",5.4,75.165,-0.7,27200.0,0.414,0.4,5.0,-1.0578048780487803
GA,BARTOW COUNTY,"46,322","43,548","2,774",6.0,76.036,1.17,28900.0,0.41,0.4,5.0,-1.0578048780487803
GA,BEN HILL COUNTY,"5,418","4,922",496,9.2,73.28,-0.1,23600.0,0.487,0.5,10.0,-1.0578048780487803
GA,BERRIEN COUNTY,"6,966","6,458",508,7.3,74.78,0.32,26800.0,0.376,0.4,5.0,-1.0578048780487803
GA,BIBB COUNTY,"67,167","62,617","4,550",6.8,73.456,1.81,22400.0,0.601,0.6,5.0,-1.0578048780487803
GA,BLECKLEY COUNTY,"4,323","3,948",375,8.7,75.533,0.15,23800.0,0.393,0.4,10.0,-1.0578048780487803
GA,BRANTLEY COUNTY,"6,830","6,311",519,7.6,75.067,0.05,26000.0,0.327,0.3,10.0,-1.0578048780487803
GA,BROOKS COUNTY,"6,805","6,386",419,6.2,74.64,0.35,20100.0,0.45,0.4,5.0,-1.0578048780487803
GA,BRYAN COUNTY,"15,962","15,109",853,5.3,76.14,0.7,31900.0,0.411,0.4,5.0,-1.0578048780487803
GA,BULLOCH COUNTY,"34,344","32,226","2,118",6.2,75.611,0.19,22900.0,0.495,0.5,5.0,-1.0578048780487803
GA,BURKE COUNTY,"9,031","8,285",746,8.3,73.84,-0.77,20600.0,0.557,0.6,10.0,-1.0578048780487803
GA,BUTTS COUNTY,"10,012","9,335",677,6.8,75.8,1.86,24000.0,0.385,0.4,5.0,-1.0578048780487803
GA,CALHOUN COUNTY,"2,105","1,972",133,6.3,77.1,0.21,18300.0,0.479,0.5,5.0,-1.0578048780487803
GA,CAMDEN COUNTY,"22,048","20,804","1,244",5.6,76.4,1.88,30300.0,0.302,0.3,5.0,-1.0578048780487803
GA,CANDLER COUNTY,"4,910","4,626",284,5.8,75.4,0.39,20300.0,0.493,0.5,5.0,-1.0578048780487803
GA,CARROLL COUNTY,"51,208","47,706","3,502",6.8,75.025,-0.11,28800.0,0.469,0.5,5.0,-1.0578048780487803
GA,CATOOSA COUNTY,"31,012","29,364","1,648",5.3,76.491,-0.54,34000.0,0.373,0.4,5.0,-1.0578048780487803
GA,CHARLTON COUNTY,"4,713","4,407",306,6.5,76.6,-0.36,27700.0,0.473,0.5,5.0,-1.0578048780487803
GA,CHATHAM COUNTY,"131,745","123,904","7,841",6.0,76.245,1.76,22400.0,0.581,0.6,5.0,-1.0578048780487803
GA,CHATTOOGA COUNTY,"10,432","9,777",655,6.3,72.9,-1.08,27400.0,0.325,0.3,5.0,-1.0578048780487803
GA,CHEROKEE COUNTY,"118,953","113,293","5,660",4.8,79.117,1.93,37900.0,0.379,0.4,5.0,-1.0578048780487803
GA,CLARKE COUNTY,"56,485","52,987","3,498",6.2,77.492,-0.71,22100.0,0.611,0.6,5.0,-1.0578048780487803
GA,CLAY COUNTY,851,749,102,12.0,72.2,1.34,35853.245749613605,0.3810850077279752,0.4,10.0,-1.0578048780487803
GA,CLAYTON COUNTY,"124,988","115,296","9,692",7.8,75.405,-0.32,24500.0,0.381,0.4,10.0,-1.0578048780487803
GA,CLINCH COUNTY,"2,742","2,546",196,7.1,73.0,0.31,23700.0,0.468,0.5,5.0,-1.0578048780487803
GA,COBB COUNTY,"393,682","373,383","20,299",5.2,79.42,-0.17,38100.0,0.423,0.4,5.0,-1.0578048780487803
GA,COFFEE COUNTY,"17,096","15,926","1,170",6.8,73.162,-0.49,22500.0,0.53,0.5,5.0,-1.0578048780487803
GA,COLQUITT COUNTY,"19,823","18,535","1,288",6.5,75.31,0.26,22000.0,0.514,0.5,5.0,-1.0578048780487803
GA,COLUMBIA COUNTY,"67,851","64,390","3,461",5.1,78.383,0.79,36400.0,0.364,0.4,5.0,-1.0578048780487803
GA,COOK COUNTY,"7,206","6,716",490,6.8,74.15,0.7,22000.0,0.405,0.4,5.0,-1.0578048780487803
GA,COWETA COUNTY,"67,073","63,448","3,625",5.4,77.347,-0.28,27800.0,0.405,0.4,5.0,-1.0578048780487803
GA,CRAWFORD COUNTY,"5,514","5,160",354,6.4,75.633,0.97,35853.245749613605,0.3810850077279752,0.4,5.0,-1.0578048780487803
GA,CRISP COUNTY,"9,320","8,671",649,7.0,74.95,0.36,17700.0,0.535,0.5,5.0,-1.0578048780487803
GA,DADE COUNTY,"7,761","7,329",432,5.6,76.275,-0.39,32900.0,0.323,0.3,5.0,-1.0578048780487803
GA,DAWSON COUNTY,"10,818","10,256",562,5.2,77.033,2.48,28200.0,0.532,0.5,5.0,-1.0578048780487803
GA,DECATUR COUNTY,"11,265","10,486",779,6.9,74.357,1.04,22800.0,0.501,0.5,5.0,-1.0578048780487803
GA,DODGE COUNTY,"6,881","6,295",586,8.5,75.6,-0.08,27900.0,0.456,0.5,10.0,-1.0578048780487803
GA,DOOLY COUNTY,"4,705","4,344",361,7.7,79.933,-0.12,20900.0,0.492,0.5,10.0,-1.0578048780487803
GA,DOUGHERTY COUNTY,"37,460","34,519","2,941",7.9,74.508,-0.31,19700.0,0.588,0.6,10.0,-1.0578048780487803
GA,DOUGLAS COUNTY,"67,568","63,209","4,359",6.5,76.285,-0.45,32300.0,0.33,0.3,5.0,-1.0578048780487803
GA,EARLY COUNTY,"4,309","4,005",304,7.1,74.02,0.16,18500.0,0.634,0.6,5.0,-1.0578048780487803
GA,ECHOLS COUNTY,"1,844","1,756",88,4.8,74.55,0.73,35853.245749613605,0.3810850077279752,0.4,5.0,-1.0578048780487803
GA,EFFINGHAM COUNTY,"26,854","25,458","1,396",5.2,76.24,-0.1,35900.0,0.322,0.3,5.0,-1.0578048780487803
GA,ELBERT COUNTY,"7,529","6,960",569,7.6,73.7,-0.34,24100.0,0.378,0.4,10.0,-1.0578048780487803
GA,EMANUEL COUNTY,"8,227","7,495",732,8.9,73.1,-0.16,21400.0,0.453,0.5,10.0,-1.0578048780487803
GA,EVANS COUNTY,"4,610","4,348",262,5.7,76.6,0.28,19000.0,0.465,0.5,5.0,-1.0578048780487803
GA,FANNIN COUNTY,"9,999","9,369",630,6.3,75.825,2.78,24600.0,0.41,0.4,5.0,-1.0578048780487803
GA,FAYETTE COUNTY,"53,538","50,712","2,826",5.3,79.775,-0.24,45800.0,0.274,0.3,5.0,-1.0578048780487803
GA,FLOYD COUNTY,"42,497","39,611","2,886",6.8,75.765,0.33,26200.0,0.487,0.5,5.0,-1.0578048780487803
GA,FORSYTH COUNTY,"103,197","98,435","4,762",4.6,79.762,0.99,36100.0,0.496,0.5,5.0,-1.0578048780487803
GA,FRANKLIN COUNTY,"9,180","8,594",586,6.4,74.44,-0.5,28100.0,0.447,0.4,5.0,-1.0578048780487803
GA,FULTON COUNTY,"508,815","477,884","30,931",6.1,77.365,-0.24,21200.0,0.819,0.8,5.0,-1.0578048780487803
GA,GILMER COUNTY,"11,589","10,877",712,6.1,79.2,2.33,28700.0,0.396,0.4,5.0,-1.0578048780487803
GA,GLASCOCK COUNTY,"1,219","1,137",82,6.7,77.0,-0.78,35853.245749613605,0.3810850077279752,0.4,5.0,-1.0578048780487803
GA,GLYNN COUNTY,"37,264","34,962","2,302",6.2,77.233,2.06,23700.0,0.553,0.6,5.0,-1.0578048780487803
GA,GORDON COUNTY,"25,856","24,302","1,554",6.0,76.444,-0.52,28600.0,0.391,0.4,5.0,-1.0578048780487803
GA,GRADY COUNTY,"10,304","9,673",631,6.1,76.5,0.16,23700.0,0.424,0.4,5.0,-1.0578048780487803
GA,GREENE COUNTY,"6,751","6,296",455,6.7,76.24,2.34,17500.0,0.53,0.5,5.0,-1.0578048780487803
GA,GWINNETT COUNTY,"447,227","423,631","23,596",5.3,79.04,-0.35,34400.0,0.481,0.5,5.0,-1.0578048780487803
GA,HABERSHAM COUNTY,"18,602","17,519","1,083",5.8,78.275,1.22,32100.0,0.386,0.4,5.0,-1.0578048780487803
GA,HALL COUNTY,"91,705","87,171","4,534",4.9,78.112,0.96,31200.0,0.508,0.5,5.0,0.1966666666666666
