TimeStamp,TimeStamp,TotalMarketValue
629,2020-02-07 22:15:38,177510899531.25
630,2020-02-08 15:35:45,179335379375.0
631,2020-02-09 11:13:15,184565138587.5
632,2020-02-10 03:38:51,183668230531.25
633,2020-02-11 00:14:01,179602535625.0
634,2020-02-11 18:33:34,187455987337.5
635,2020-02-12 12:03:54,188935797218.75
636,2020-02-13 06:20:51,190679932668.75
637,2020-02-13 23:05:16,186294648487.5
638,2020-02-14 16:11:18,187000584500.0
639,2020-02-15 12:06:23,186440298937.5
640,2020-02-16 06:27:13,181388712225.0
641,2020-02-17 00:44:32,180873486287.5
642,2020-02-17 17:08:11,176631661800.0
643,2020-02-18 09:49:40,177118691537.5
644,2020-02-19 02:24:19,185588102612.5
645,2020-02-19 21:29:39,184690391125.0
646,2020-02-20 17:42:46,173457172200.0
647,2020-02-21 10:24:53,176386464900.0
648,2020-02-22 03:04:34,176107596000.0
649,2020-02-22 20:21:55,176968180012.5
650,2020-02-23 15:15:21,180554758125.0
651,2020-02-24 08:59:02,178115328600.0
652,2020-02-25 02:52:53,175256237081.25
653,2020-02-25 20:14:18,170582117875.0
654,2020-02-26 15:27:44,163928312100.0
655,2020-02-27 08:42:23,161067436950.0
656,2020-02-28 02:10:04,162237455150.0
657,2020-02-28 17:50:10,155225857950.0
658,2020-02-29 10:42:58,159040980312.5
659,2020-03-01 04:15:45,156735390600.0
660,2020-03-01 18:55:11,154557190012.5
661,2020-03-02 11:05:35,159166980656.25
662,2020-03-03 04:26:18,161651302875.0
663,2020-03-03 20:24:14,158989339643.75
664,2020-03-04 12:03:22,159220013475.0
665,2020-03-05 03:07:19,163220002625.0
666,2020-03-05 18:13:34,166371626925.0
667,2020-03-06 12:35:40,166438584450.0
668,2020-03-07 04:29:41,166368621093.75
669,2020-03-07 19:22:17,162272529843.75
670,2020-03-08 11:56:52,159609239587.5
671,2020-03-09 06:18:53,142857172025.0
672,2020-03-09 23:18:44,143269312500.0
673,2020-03-10 17:42:37,143133596525.0
674,2020-03-11 13:23:38,143354029775.0
675,2020-03-12 09:09:15,134870610456.25
676,2020-03-13 03:11:05,72669407850.0
677,2020-03-14 00:12:09,101750170162.5
678,2020-03-14 18:59:44,98541941750.0
679,2020-03-15 17:26:19,96639682425.0
680,2020-03-16 14:13:02,86751779625.0
681,2020-03-17 13:46:33,96845646506.25
682,2020-03-18 09:37:21,94623019218.75
683,2020-03-19 09:53:14,98897591012.5
684,2020-03-20 11:04:19,123726912662.5
685,2020-03-21 07:43:53,112210552300.0
686,2020-03-22 04:09:56,114659216000.0
687,2020-03-23 01:50:51,107674489275.0
688,2020-03-24 00:02:49,118286882362.5
689,2020-03-24 19:58:25,121358208700.0
690,2020-03-25 22:13:08,120589912093.75
691,2020-03-26 14:00:21,121339304187.5
692,2020-03-27 07:07:48,121796178206.25
693,2020-03-27 23:24:25,121795940075.0
694,2020-03-28 17:39:10,114250348575.0
695,2020-03-29 11:59:21,111496520687.5
696,2020-03-30 04:39:23,109867244406.25
697,2020-03-30 22:14:31,118538245237.5
698,2020-03-31 14:37:21,118190036706.25
699,2020-04-01 06:12:06,116094357412.5
700,2020-04-02 00:17:41,119899962000.0
701,2020-04-02 15:59:27,124182029231.25
702,2020-04-03 09:56:22,126085319712.5
703,2020-04-04 06:04:39,122982812262.5
704,2020-04-04 20:48:31,123650781625.0
705,2020-04-05 13:14:50,124117392000.0
706,2020-04-06 03:11:59,125343839212.5
707,2020-04-06 21:58:30,132676530825.0
708,2020-04-07 13:35:06,135516821521.663
709,2020-04-08 06:41:51,134774204000.0
710,2020-04-09 00:16:58,134967086375.0
711,2020-04-09 17:31:12,133484231081.25
712,2020-04-10 08:56:49,126881925156.25
713,2020-04-11 00:36:14,125416584587.5
714,2020-04-11 16:45:17,125654636081.25
715,2020-04-12 08:24:07,124793626100.0
716,2020-04-13 01:53:07,122091144000.0
717,2020-04-13 16:33:14,123822356825.0
718,2020-04-14 06:09:02,126332491106.25
719,2020-04-14 23:16:26,126295813850.0
720,2020-04-15 13:27:13,123125330531.25
721,2020-04-16 05:27:45,121878789375.0
722,2020-04-16 21:06:54,129824041387.5
723,2020-04-17 17:30:23,129201031443.75
724,2020-04-18 10:48:31,130310356312.5
725,2020-04-19 02:27:18,132519729075.0
726,2020-04-19 19:26:44,131227573312.5
727,2020-04-20 12:00:26,129724370000.0
728,2020-04-21 04:45:38,125965678025.0
729,2020-04-21 21:51:43,126222432862.5
730,2020-04-22 14:50:32,129601685469.523
731,2020-04-23 11:14:10,130238997187.5
732,2020-04-24 03:33:31,137576139881.25
733,2020-04-24 22:29:26,138338259400.0
734,2020-04-25 18:47:55,138229009875.0
735,2020-04-26 12:50:50,140596582668.75
736,2020-04-27 07:08:53,141414030656.25
737,2020-04-28 00:32:14,142451879237.5
738,2020-04-28 16:41:26,141856607625.0
739,2020-04-29 09:58:21,146032658062.5
740,2020-04-30 04:09:30,164506443237.5
741,2020-05-01 00:10:24,160911928925.0
742,2020-05-01 19:40:10,160905299175.0
743,2020-05-02 12:02:00,162110446225.0
744,2020-05-03 04:10:20,166812692950.0
745,2020-05-03 19:37:15,162758186437.5
746,2020-05-04 11:13:13,158583633112.5
747,2020-05-05 03:39:22,162974482706.25
748,2020-05-05 20:32:29,163335151381.25
749,2020-05-06 11:56:38,169444095843.75
750,2020-05-07 06:22:23,170243888290.401
751,2020-05-07 22:28:20,180269178243.75
752,2020-05-08 17:14:16,182899884075.0
753,2020-05-09 11:56:07,176198732450.0
754,2020-05-10 05:20:17,157876559437.5
755,2020-05-10 20:33:16,156905099750.0
756,2020-05-11 11:15:36,158882680187.5
757,2020-05-12 05:31:12,159681519937.5
758,2020-05-12 22:39:58,161828078878.125
759,2020-05-13 19:41:49,167108066775.0
760,2020-05-14 19:55:58,177497272781.25
761,2020-05-15 14:46:16,175482094287.5
762,2020-05-16 11:13:26,173053250700.0
763,2020-05-17 10:47:37,174437936300.0
764,2020-05-18 07:25:35,180197152350.0
765,2020-05-19 05:54:57,175213486546.875
766,2020-05-20 03:17:46,178730692093.75
767,2020-05-21 01:00:44,174720672375.0
768,2020-05-21 21:55:47,166114703768.75
769,2020-05-22 18:02:07,169824925400.0
770,2020-05-23 17:38:43,168011033287.5
771,2020-05-24 13:23:25,167833241625.0
772,2020-05-25 11:18:36,161303319881.25
773,2020-05-26 09:17:01,165473550000.0
774,2020-05-27 04:10:10,162068850971.875
775,2020-05-27 22:23:50,168317344200.0
776,2020-05-28 20:08:09,173444456281.25
777,2020-05-29 13:46:17,173423122375.0
778,2020-05-30 09:10:02,175213190850.0
779,2020-05-31 01:15:16,177628587418.75
780,2020-05-31 18:04:38,175207424831.25
781,2020-06-01 14:30:27,175848235671.875
782,2020-06-02 08:13:22,185795478900.0
783,2020-06-03 03:51:47,174637855687.5
784,2020-06-03 21:51:13,176189181225.0
785,2020-06-04 14:32:52,179202936093.75
786,2020-06-05 06:38:03,180322263800.0
787,2020-06-05 20:09:19,179114731818.75
788,2020-06-06 10:42:28,177943842981.25
789,2020-06-06 23:22:54,178272373431.25
790,2020-06-07 13:48:12,174948886612.5
791,2020-06-08 07:27:10,179223508156.25
792,2020-06-08 23:31:29,178852851356.25
793,2020-06-09 15:26:58,178546564600.0
794,2020-06-10 05:39:03,179537390156.25
795,2020-06-10 22:00:31,181577120800.0
796,2020-06-11 14:10:49,178667058243.75
797,2020-06-12 02:37:01,170963084212.5
798,2020-06-12 19:15:32,172312628056.25
799,2020-06-13 08:14:04,173386219875.0
800,2020-06-14 01:42:34,173907830228.125
801,2020-06-14 17:00:01,173205572962.5
802,2020-06-15 09:58:08,168076800075.0
803,2020-06-16 03:02:06,173245710234.375
804,2020-06-16 19:49:35,174733794468.75
805,2020-06-17 16:14:30,173046674762.5
806,2020-06-18 09:26:34,173761608037.5
807,2020-06-19 06:59:12,171172250868.75
808,2020-06-20 00:07:49,170985114000.0
809,2020-06-20 18:37:15,170503404618.75
810,2020-06-21 13:46:26,172028471200.0
811,2020-06-22 06:28:12,173719408346.875
812,2020-06-23 00:31:47,178429904606.25
813,2020-06-23 17:07:57,178454737475.0
814,2020-06-24 11:24:15,175146774550.0
815,2020-06-25 03:14:07,170521978828.125
816,2020-06-25 21:29:26,170813539725.0
817,2020-06-26 15:34:04,167145903168.75
818,2020-06-27 06:51:30,168698909203.125
819,2020-06-28 01:20:25,165463661934.375
820,2020-06-28 18:56:12,168370328087.5
821,2020-06-29 12:51:07,166866117375.0
822,2020-06-30 03:39:31,168962625759.375
823,2020-06-30 21:43:36,168462174687.5
824,2020-07-01 13:43:20,168357771750.0
825,2020-07-02 04:50:59,170159888359.375
826,2020-07-02 22:24:25,167043611625.0
827,2020-07-03 14:01:26,167795762293.75
828,2020-07-04 05:32:36,167230697625.0
829,2020-07-04 21:16:43,168305257793.75
830,2020-07-05 14:22:30,166146504750.0
831,2020-07-06 06:26:28,167608017637.5
832,2020-07-06 21:55:20,170810932481.25
833,2020-07-07 13:23:48,170964539178.125
834,2020-07-08 05:58:45,170629795125.0
835,2020-07-08 22:10:49,173768554937.5
836,2020-07-09 14:46:39,173019377056.25
837,2020-07-10 06:19:22,168492232650.0
838,2020-07-10 22:28:31,170083202162.5
839,2020-07-11 15:23:02,169729933812.5
840,2020-07-12 09:30:09,170823436818.75
841,2020-07-13 00:01:54,171447022400.0
842,2020-07-13 16:37:14,171665151393.75
843,2020-07-14 13:04:05,170233584637.5
844,2020-07-15 03:50:44,170442526009.375
845,2020-07-15 22:43:37,169702080637.5
846,2020-07-16 17:08:56,167855510478.125
847,2020-07-17 14:07:43,168875477840.625
848,2020-07-18 10:44:53,169158084328.125
849,2020-07-19 08:41:56,168703364821.875
850,2020-07-20 01:56:34,169788002131.25
851,2020-07-20 20:09:33,169305500234.375
852,2020-07-21 15:20:46,173598536343.75
853,2020-07-22 10:26:52,171806954828.125
854,2020-07-23 06:05:13,175381235018.75
855,2020-07-23 23:04:49,177286906912.5
856,2020-07-24 16:12:18,176048498140.625
857,2020-07-25 08:30:38,177041520000.0
858,2020-07-26 02:08:07,178873686262.5
859,2020-07-26 19:04:15,182974553156.25
860,2020-07-27 11:01:44,189408796653.125
861,2020-07-28 02:59:29,206061814350.0
862,2020-07-28 21:38:46,202776756525.0
863,2020-07-29 12:29:33,204185921468.75
864,2020-07-30 07:01:56,203003457375.0
865,2020-07-31 03:21:25,203453479487.5
866,2020-07-31 19:13:06,208377124900.0
867,2020-08-01 13:51:38,214952260818.75
868,2020-08-02 08:51:56,209148505562.5
869,2020-08-03 02:27:12,205484508281.25
870,2020-08-03 18:07:31,209652463350.0
871,2020-08-04 11:04:20,207805654531.25
872,2020-08-05 04:52:36,207259562687.5
873,2020-08-06 00:09:13,214777146281.25
874,2020-08-06 17:09:18,218724594300.0
875,2020-08-07 10:04:01,218501848884.375
876,2020-08-08 01:36:36,213157908153.125
877,2020-08-08 20:38:01,215453991984.375
878,2020-08-09 13:55:35,214889597896.875
879,2020-08-10 05:27:18,222602866543.75
880,2020-08-11 00:26:27,218614898865.625
881,2020-08-11 17:46:04,210353676646.875
882,2020-08-12 09:47:17,211201084312.5
883,2020-08-13 01:22:52,214051361225.0
884,2020-08-13 17:59:38,212139231525.0
885,2020-08-14 10:37:11,216383505340.625
886,2020-08-15 02:19:34,220212784031.25
887,2020-08-15 18:30:05,219334598115.625
888,2020-08-16 10:37:09,219480936900.0
889,2020-08-17 06:13:09,218298019468.75
890,2020-08-18 01:01:08,227207159311.497
891,2020-08-18 19:52:59,221489560256.25
892,2020-08-19 16:20:33,216752062790.625
893,2020-08-20 08:00:21,217341509687.5
894,2020-08-21 01:27:07,219380609250.0
895,2020-08-21 16:54:14,216987764062.5
896,2020-08-22 12:27:44,213597490487.5
897,2020-08-23 05:39:36,214307023500.0
898,2020-08-23 21:34:13,216281663643.75
899,2020-08-24 15:45:11,217176040940.625
900,2020-08-25 08:16:22,213766812728.125
901,2020-08-26 04:10:45,210394352643.75
902,2020-08-26 21:16:47,211962757500.0
903,2020-08-27 20:02:42,208035816862.5
904,2020-08-28 12:19:53,211497734781.25
905,2020-08-29 02:34:14,212170444500.0
906,2020-08-29 20:09:39,213074059893.75
907,2020-08-30 16:45:14,215511166625.0
908,2020-08-31 09:07:33,214872245625.0
909,2020-09-01 04:04:22,214953928612.50003
910,2020-09-01 20:09:02,221714986490.625
911,2020-09-02 13:14:26,210811936687.50003
912,2020-09-03 08:39:53,209489053950.0
913,2020-09-04 04:55:11,189511512693.75
914,2020-09-04 22:18:22,195681344756.25
915,2020-09-05 16:44:37,190569304750.0
916,2020-09-06 10:44:07,189042276862.5
917,2020-09-07 04:07:43,188651761359.375
918,2020-09-07 18:22:45,188159564175.0
919,2020-09-08 09:56:42,188332655868.75
920,2020-09-09 01:15:20,186500280750.0
921,2020-09-09 16:55:58,189603091906.25
922,2020-09-10 12:18:01,190210650000.0
923,2020-09-11 05:05:15,188803313943.75
924,2020-09-11 21:53:37,190806667996.875
925,2020-09-12 14:37:41,190637944000.0
926,2020-09-13 04:33:27,193196073125.0
927,2020-09-13 18:38:56,189024634800.0
928,2020-09-14 11:18:13,192183780568.75
929,2020-09-15 02:18:44,197164449421.87503
930,2020-09-15 19:07:59,199639971543.75
931,2020-09-16 10:59:47,201006211678.125
932,2020-09-17 03:36:04,201882520640.625
933,2020-09-17 17:03:35,200456599750.0
934,2020-09-18 07:59:32,202396296484.375
935,2020-09-19 00:19:46,201876478725.0
936,2020-09-19 16:10:39,204861291868.75
937,2020-09-20 10:07:45,202455038590.625
938,2020-09-21 03:54:19,202471538456.25
939,2020-09-21 20:52:16,193480350015.625
940,2020-09-22 16:24:54,193478031625.0
941,2020-09-23 12:47:30,193808669484.375
942,2020-09-24 05:58:08,190032714868.75
943,2020-09-24 23:47:07,197642648250.0
944,2020-09-25 14:53:24,196512200171.875
945,2020-09-26 08:53:26,197925258953.125
946,2020-09-27 00:49:14,198663268212.5
947,2020-09-27 18:13:11,198337420000.0
948,2020-09-28 10:46:36,200786823950.0
949,2020-09-29 06:43:40,197657830140.625
950,2020-09-30 01:49:55,200107384971.875
951,2020-09-30 17:05:09,199281856921.875
952,2020-10-01 13:59:02,201518837437.5
953,2020-10-02 08:11:06,194234843200.0
954,2020-10-03 02:51:35,195056072625.0
955,2020-10-03 18:19:21,195664596718.75
956,2020-10-04 11:53:33,195745631400.0
957,2020-10-05 04:34:33,197825563731.25
958,2020-10-05 23:16:53,198924805781.25
959,2020-10-06 16:36:49,197691849553.125
960,2020-10-07 12:12:02,196060766600.0
961,2020-10-08 03:40:09,196697155462.5
962,2020-10-08 20:23:48,201387696400.0
963,2020-10-09 14:25:41,204875209087.5
964,2020-10-10 08:15:01,210640131762.5
965,2020-10-11 02:03:02,209435029296.875
966,2020-10-11 21:00:27,209896193962.5
967,2020-10-12 13:12:49,208274391325.0
968,2020-10-13 06:22:41,212716398796.875
969,2020-10-13 21:42:55,211594518296.875
970,2020-10-14 13:53:36,211157682965.625
971,2020-10-15 07:23:37,210952356800.0
972,2020-10-16 00:20:10,213052538156.25
973,2020-10-16 16:41:44,209356376468.75
974,2020-10-17 07:52:04,210104720187.5
975,2020-10-18 01:54:18,210806745625.0
976,2020-10-18 22:24:03,211962583106.25
977,2020-10-19 19:38:25,217554493362.5
978,2020-10-20 11:55:08,218969965612.5
979,2020-10-21 08:03:17,226887155212.5
980,2020-10-22 03:15:31,237425922562.5
981,2020-10-22 22:05:43,243278975250.0
982,2020-10-23 18:28:35,236915185893.75
983,2020-10-24 11:32:42,240536228100.0
984,2020-10-25 05:43:02,246862281250.0
985,2020-10-26 02:44:19,242443176975.0
986,2020-10-27 02:27:28,242349944787.5
987,2020-10-28 05:12:37,255448810412.5
988,2020-10-29 04:33:15,245063231400.0
989,2020-10-30 05:01:18,249018790437.5
990,2020-10-31 04:48:11,249463154062.5
991,2020-11-01 02:01:48,255086931881.25003
992,2020-11-01 22:40:35,255420439793.75
993,2020-11-03 00:17:24,250425871968.75
994,2020-11-03 19:01:18,254688120578.125
995,2020-11-04 10:27:12,254632357581.25003
996,2020-11-05 03:20:53,264958715891.10223
997,2020-11-05 21:27:30,280479374250.0
998,2020-11-06 14:57:51,286967578624.99994
999,2020-11-07 07:49:46,287589627843.75
1000,2020-11-08 00:44:27,275263603740.625
1001,2020-11-08 18:15:41,288481644887.5
1002,2020-11-09 11:02:53,287092415043.74994
1003,2020-11-10 00:16:07,283302200350.0
1004,2020-11-10 18:31:35,282802486375.0
1005,2020-11-11 12:15:23,288874778009.9396
1006,2020-11-12 05:12:06,290758197775.0
1007,2020-11-12 21:19:37,299297800987.5
1008,2020-11-13 13:32:17,301830236812.5
1009,2020-11-14 07:36:33,297641259028.12506
1010,2020-11-15 02:39:54,296722145230.1384
1011,2020-11-15 19:54:33,295084980312.5
1012,2020-11-16 10:50:58,302754560881.25
1013,2020-11-17 03:14:04,309320199790.16003
1014,2020-11-17 19:25:30,326543163487.5
1015,2020-11-18 10:53:39,337747867187.5
1016,2020-11-19 03:38:48,332965617600.0
1017,2020-11-19 22:07:56,332912592056.25
1018,2020-11-20 12:51:21,339138356062.5
1019,2020-11-21 03:05:48,348082071187.5
1020,2020-11-21 19:50:15,347046416700.0
1021,2020-11-22 09:12:11,338423498606.25
1022,2020-11-23 00:43:16,339390988453.125
1023,2020-11-23 17:01:33,341453125968.75
1024,2020-11-24 12:06:39,354211131525.0
1025,2020-11-25 06:15:56,350772825487.5
1026,2020-11-25 22:17:11,350822459075.0
1027,2020-11-26 15:56:34,317556980324.99994
1028,2020-11-27 08:17:23,312242991765.625
1029,2020-11-28 01:03:12,318553963518.75
1030,2020-11-28 16:43:34,327528292187.5
1031,2020-11-29 09:38:16,337338575837.5
1032,2020-11-30 05:15:08,344263541278.125
1033,2020-12-01 01:47:04,363781175765.625
1034,2020-12-01 18:57:24,350361361603.7199
1035,2020-12-02 14:54:09,350230502250.0
1036,2020-12-03 08:27:48,356265995393.74994
1037,2020-12-04 00:00:20,361030455750.0
1038,2020-12-04 18:55:04,352746055068.75
1039,2020-12-05 10:58:30,354262352990.625
1040,2020-12-06 05:18:47,356613996684.375
1041,2020-12-07 00:06:36,360033246312.5
1042,2020-12-07 16:06:12,356825098784.375
1043,2020-12-08 10:16:48,349495419843.75
1044,2020-12-09 05:21:52,337207812890.625
1045,2020-12-09 22:54:16,343838916431.25
1046,2020-12-10 20:00:57,341493230100.0
1047,2020-12-11 13:20:52,332017090150.0
1048,2020-12-12 08:45:26,340747108471.875
1049,2020-12-13 03:06:07,349468470006.25
1050,2020-12-13 19:51:16,356324158125.0
1051,2020-12-14 13:13:39,355027627453.125
1052,2020-12-15 05:56:57,354706006134.375
1053,2020-12-16 01:13:26,359835406250.0
1054,2020-12-16 19:07:12,384308636250.0
1055,2020-12-17 15:22:27,429140284281.25
1056,2020-12-18 08:29:39,427929841850.0
1057,2020-12-19 01:32:38,426672874096.875
1058,2020-12-19 17:04:09,446359526696.8751
1059,2020-12-20 08:16:27,438118350343.75
1060,2020-12-21 02:09:15,439880195193.75
1061,2020-12-21 20:20:07,425619240987.5
1062,2020-12-22 14:51:35,434886477971.875
1063,2020-12-23 07:53:59,437725964653.125
1064,2020-12-24 01:17:03,428897746359.375
1065,2020-12-24 21:35:56,437357709493.75
1066,2020-12-25 14:30:25,455731128306.25
1067,2020-12-26 11:01:56,459547439818.75
1068,2020-12-27 03:32:57,495298565677.8356
1069,2020-12-27 20:26:45,501809593650.0
1070,2020-12-28 12:38:29,501706691375.0
1071,2020-12-29 07:16:13,489998167021.875
1072,2020-12-29 23:00:11,502616116515.625
1073,2020-12-30 12:09:32,517641953400.00006
1074,2020-12-31 04:35:26,540233420646.875
1075,2020-12-31 20:26:33,539128176937.5
1076,2021-01-01 12:04:07,546591664634.3749
1077,2021-01-02 06:06:27,551853177956.25
1078,2021-01-02 22:56:57,598266089548.6814
1079,2021-01-03 15:47:09,622532587021.875
1080,2021-01-04 06:59:39,617768236181.25
1081,2021-01-04 21:30:05,578796282631.25
1082,2021-01-05 14:07:29,585918842475.0
1083,2021-01-06 05:13:44,660828750643.75
1084,2021-01-06 19:22:07,662488462412.5
1085,2021-01-07 10:44:52,691824855050.0
1086,2021-01-08 01:22:15,721479213659.375
1087,2021-01-08 19:39:41,748839229715.625
1088,2021-01-09 13:00:08,758861208937.5
1089,2021-01-10 06:33:21,759093057125.0
1090,2021-01-10 22:37:59,722205514406.25
1091,2021-01-11 15:01:40,618885317137.5
1092,2021-01-12 06:53:09,671670155781.25
1093,2021-01-13 01:19:39,615600439987.5
1094,2021-01-13 17:22:32,650012704900.0
1095,2021-01-14 09:54:32,714159659606.25
1096,2021-01-15 04:46:43,719421691212.4999
1097,2021-01-15 21:25:30,663708144712.5
1098,2021-01-16 13:40:36,701568664734.375
1099,2021-01-17 10:13:20,635535476668.75
1100,2021-01-18 02:30:45,671599920496.875
1101,2021-01-18 20:56:14,675021635578.125
1102,2021-01-19 14:03:06,691276624782.3268
1103,2021-01-20 08:02:42,663925288412.5
1104,2021-01-21 03:51:03,640821562631.25
1105,2021-01-21 22:18:19,567245380500.0
1106,2021-01-22 15:08:33,605029321143.75
1107,2021-01-23 11:15:31,600222067200.0001
1108,2021-01-24 02:06:20,593423334506.25
1109,2021-01-24 19:40:45,580213372765.625
1110,2021-01-25 15:31:06,640428510974.9999
1111,2021-01-26 06:09:13,596799824781.25
1112,2021-01-26 22:55:28,601334535937.4999
1113,2021-01-27 17:56:53,565043795181.2499
1114,2021-01-28 12:01:07,585724039706.25
1115,2021-01-29 04:41:35,616122153400.0
1116,2021-01-29 20:33:33,644037255468.75
1117,2021-01-30 14:21:57,637088963125.0
1118,2021-01-31 09:53:04,623010481156.25
1119,2021-02-01 04:19:20,627491197350.0
1120,2021-02-02 01:13:27,628919301171.875
1121,2021-02-02 17:58:46,649364949309.375
1122,2021-02-03 09:00:50,672092986950.0
1123,2021-02-04 02:59:41,706058815425.0
1124,2021-02-04 20:12:33,698422065937.5
1125,2021-02-05 11:33:25,703083305981.25
1126,2021-02-06 02:25:03,723786851937.5
1127,2021-02-06 19:29:25,753141764656.25
1128,2021-02-07 11:00:08,733540925356.25
1129,2021-02-08 02:51:18,716583113793.75
1130,2021-02-08 18:00:54,805041942812.5
1131,2021-02-09 12:17:03,870944093946.875
1132,2021-02-10 04:49:25,856776356152.8387
1133,2021-02-10 23:18:41,841969672096.875
1134,2021-02-11 20:01:47,892197108025.0
1135,2021-02-12 13:52:03,893458804712.5
1136,2021-02-13 08:45:11,886664240000.0
1137,2021-02-13 23:50:09,879607797218.75
1138,2021-02-14 16:45:35,910003901887.5
1139,2021-02-15 10:24:46,883144743825.0
1140,2021-02-16 04:22:48,925513249415.625
1141,2021-02-17 01:10:29,914460883765.625
1142,2021-02-17 19:58:46,974812498381.25
1143,2021-02-18 12:43:58,956010164812.5
1144,2021-02-19 07:48:51,966572285156.25
1145,2021-02-20 00:07:04,1042239546837.5
1146,2021-02-20 17:29:06,1070749421962.5
1147,2021-02-21 11:37:12,1071933524971.875
1148,2021-02-22 06:17:28,1050261781937.5
1149,2021-02-23 01:07:40,996571423331.25
1150,2021-02-23 22:12:37,893993480459.375
1151,2021-02-24 13:05:41,946340354334.375
1152,2021-02-25 05:31:13,926562077256.25
1153,2021-02-25 22:58:31,900100704050.0
1154,2021-02-26 16:32:56,892565111250.0
1155,2021-02-27 09:13:04,869138348531.2499
1156,2021-02-28 02:48:53,848944079750.0
1157,2021-02-28 22:20:06,844929075993.75
1158,2021-03-01 18:39:50,903849261112.5
1159,2021-03-02 11:48:57,913864541250.0
1160,2021-03-03 03:57:02,905713193612.5
1161,2021-03-03 21:50:26,953147812087.5
1162,2021-03-04 18:00:24,904799020646.875
1163,2021-03-05 11:35:20,882615228806.2501
1164,2021-03-06 05:18:22,899483944500.0
1165,2021-03-06 21:11:54,904960734425.0
1166,2021-03-07 15:42:31,945280473046.875
1167,2021-03-08 08:43:41,927533182868.75
1168,2021-03-09 00:25:55,977003755812.5
1169,2021-03-09 18:31:09,1005562616334.375
1170,2021-03-10 12:25:04,1025572481309.375
1171,2021-03-11 06:58:15,1039326470187.5
1172,2021-03-12 00:48:51,1064272224853.125
1173,2021-03-12 17:46:26,1072106556259.375
1174,2021-03-13 10:29:43,1107780512312.5
1175,2021-03-14 06:12:35,1142682887568.75
1176,2021-03-14 21:11:40,1117680518609.375
1177,2021-03-15 14:30:09,1063239362725.0
1178,2021-03-16 07:29:34,1008038797781.25
1179,2021-03-17 01:18:15,1057289008556.25
1180,2021-03-17 20:07:19,1075647714375.0
1181,2021-03-18 13:29:35,1080667076606.3654
1182,2021-03-19 07:01:35,1088682782893.75
1183,2021-03-19 23:34:06,1091948937309.5238
1184,2021-03-20 16:58:02,1108744192893.75
1185,2021-03-21 10:43:55,1063020031600.0
1186,2021-03-22 01:32:01,1066463691871.875
1187,2021-03-22 17:55:44,1054446366390.625
1188,2021-03-23 10:14:33,1012868344490.625
1189,2021-03-24 03:04:47,1017084727946.875
1190,2021-03-24 18:26:36,1041765696093.75
1191,2021-03-25 11:58:57,986203118000.0
1192,2021-03-26 05:56:10,978483305659.3752
1193,2021-03-27 00:16:20,1015913927875.0
1194,2021-03-27 15:22:43,1018162241675.0
1195,2021-03-28 07:12:42,1050594284725.0
1196,2021-03-29 00:01:50,1038810898046.9596
1197,2021-03-29 17:52:56,1079389841596.875
1198,2021-03-30 10:28:03,1083759627156.25
1199,2021-03-31 04:00:07,1095979788875.0
1200,2021-03-31 20:27:16,1112242856625.0
1201,2021-04-01 11:49:35,1096664367500.0
1202,2021-04-02 07:13:28,1113712801231.25
1203,2021-04-03 00:50:22,1103221352662.4998
1204,2021-04-03 22:14:47,1085251148750.0
1205,2021-04-04 13:13:16,1069800187190.625
1206,2021-04-05 07:07:41,1064348010034.375
1207,2021-04-05 23:36:16,1101006624046.875
1208,2021-04-06 17:55:03,1084897937169.62
1209,2021-04-07 10:46:55,1072753392953.125
1210,2021-04-08 02:04:38,1053675979168.75
1211,2021-04-08 20:51:27,1080038912878.125
1212,2021-04-09 16:16:06,1090677292600.0
1213,2021-04-10 06:55:41,1139980687218.7502
1214,2021-04-10 23:41:40,1107248420325.0002
1215,2021-04-11 17:34:09,1113554793593.75
1216,2021-04-12 10:16:12,1133881743540.625
1217,2021-04-13 04:08:36,1136668095453.1248
1218,2021-04-13 22:51:15,1180526758068.75
1219,2021-04-14 18:06:28,1187079885725.0
1220,2021-04-15 10:21:45,1171727013543.75
1221,2021-04-16 00:55:33,1182036550822.1526
1222,2021-04-17 02:28:27,1153391706281.3345
1223,2021-04-18 02:35:10,1110107531156.2502
1224,2021-04-19 02:39:40,1066852417762.5
1225,2021-04-20 03:34:01,1009065031718.75
1226,2021-04-20 23:10:47,1066097199196.8752
1227,2021-04-21 23:49:58,1010622606106.25
1228,2021-04-22 18:50:56,1009910891193.75
1229,2021-04-23 14:21:10,923677258281.25
1230,2021-04-24 07:37:15,943025993290.625
1231,2021-04-25 00:41:27,942573466584.375
1232,2021-04-25 19:49:51,928756692959.375
1233,2021-04-26 14:38:26,1004295416068.75
1234,2021-04-27 09:49:37,1021163977356.25
1235,2021-04-28 05:15:10,1027004408000.0
1236,2021-04-28 21:38:15,1024825583043.75
1237,2021-04-29 20:46:23,990445281762.5
1238,2021-04-30 13:36:14,1019636208000.0
1239,2021-05-01 08:41:16,1084208329007.0736
1240,2021-05-02 02:31:47,1074826188500.0
1241,2021-05-02 16:22:22,1061430340590.6248
1242,2021-05-03 06:34:55,1083839935387.5
1243,2021-05-03 21:39:01,1072556384759.375
1244,2021-05-04 10:35:21,1053072792843.75
1245,2021-05-05 00:48:02,1006051930000.0
1246,2021-05-05 16:53:36,1069519710900.0
