Dates,auto_BTCUSDT,auto_ETHUSDT,auto_SP500,auto_NSDQ,auto_GOLD,auto_TNX,macd_BTCUSDT,macd_ETHUSDT,macd_SP500,macd_NSDQ,macd_GOLD,macd_TNX,boll_BTCUSDT,boll_ETHUSDT,ETHUSDT,BTCUSDT,SP500,TNX,NSDQ,GOLD
629.0,1.2591987,0.962754,1.0343328,1.0353314,1.0781769,1.2499171,0.78139913,0.9441375,1.0067601,1.0297289,1.1820801,1.5143365,0.5008827,0.19600914,0.289258007779261,0.7476918476731976,1.1097888813641106,1.4432083933217683,1.157781625826273,1.1598538538519936
630.0,1.2508252,0.9554867,1.0302182,1.0281557,1.0811137,1.2813703,0.78139913,0.9276953,0.99828684,1.0146456,1.1885968,1.5143365,0.4950064,0.19600914,0.28422055072407887,0.7389200641340135,1.100448486049405,1.5076451920925313,1.1408226168806403,1.1662480265902733
631.0,1.2398415,0.93633914,1.0332347,1.033266,1.0714084,1.2398727,0.78139913,0.88490117,1.004435,1.0252761,1.1672624,1.5143365,0.4873532,0.19600914,0.2711096050140402,0.7274957651437303,1.1072256769991191,1.4232100770873735,1.152775121007606,1.1453147838239408
632.0,1.1374912,0.86680746,1.0320377,1.0304152,1.0724319,1.2593832,0.78139913,0.72950023,1.0019952,1.0193459,1.1695123,1.5143365,0.41603768,0.18898663,0.22349898388306247,0.6210396238065446,1.104536318386153,1.462908010125514,1.146107446684633,1.1475223080089538
633.0,1.1411347,0.87702745,1.0294241,1.0248607,1.0694673,1.2636756,0.78139913,0.75234157,0.9966682,1.0077913,1.1629956,1.5143365,0.41857645,0.19490397,0.23049694084650485,0.6248293477269048,1.0986642139793397,1.4716416993808414,1.1331159276525071,1.1411281352706741
634.0,1.1180869,0.8724543,1.0294241,1.0248607,1.0694673,1.2636756,0.78139913,0.7421207,0.9966682,1.0077913,1.1629956,1.5143365,0.4025172,0.19225614,0.2273655547991831,0.6008569407621146,1.0986642139793397,1.4716416993808414,1.1331159276525071,1.1411281352706741
635.0,1.129252,0.8871878,1.0294241,1.0248607,1.0694673,1.2636756,0.78139913,0.77504957,0.9966682,1.0077913,1.1629956,1.5143365,0.4102968,0.20078678,0.23745405536025782,0.6124699248922452,1.0986642139793397,1.4716416993808414,1.1331159276525071,1.1411281352706741
636.0,1.1201661,0.8783596,1.0318924,1.0285041,1.0576798,1.2636756,0.78139913,0.7553189,1.001699,1.0153704,1.137084,1.5143365,0.40396592,0.1956753,0.2314091235135509,0.6030195011298898,1.1042098387996853,1.4716416993808414,1.1416375223334199,1.1157037418357287
637.0,1.0992247,0.8720566,1.0258676,1.0229722,1.0634325,1.2773138,0.78139913,0.7476311,0.9894198,1.0038627,1.1497295,1.5143365,0.3893744,0.19202588,0.2270932648764572,0.5812380556152908,1.0906740223136344,1.4993916551930138,1.1286988948045142,1.1281114828983547
638.0,1.1435492,0.90029687,1.0170858,1.015362,1.0702027,1.2996285,0.78139913,0.7476311,0.97170603,0.98819554,1.1644696,1.5143365,0.41998217,0.20813164,0.2461402223092346,0.6269277507777345,1.0711474639011385,1.5444861598434245,1.1110833761726635,1.1425744506278208
639.0,1.128881,0.88889176,1.0209261,1.0207267,1.0723763,1.329483,0.78139913,0.7476311,0.9794524,0.9992398,1.169202,1.5143365,0.4098532,0.20162718,0.23844792292668268,0.6118077427322176,1.079686557861873,1.6048177147421907,1.1235011025334891,1.1472178058936073
640.0,1.1330096,0.89311063,1.0278294,1.0275218,1.0720556,1.3404907,0.78139913,0.7476311,0.99337715,0.9992398,1.1685036,1.5143365,0.41270414,0.20403326,0.24129339105178907,0.6160634628740687,1.0950363510793932,1.6270626679633327,1.1392299484931532,1.1465326993643274
641.0,1.1241302,0.88723654,1.0278294,1.0275218,1.0720556,1.3404907,0.78139913,0.7476311,0.99337715,0.9992398,1.1685036,1.5143365,0.4065726,0.20068318,0.2373315280111896,0.6069106314791335,1.0950363510793932,1.6270626679633327,1.1392299484931532,1.1465326993643274
642.0,1.12191,0.88947713,1.0278294,1.0275218,1.0720556,1.3404907,0.78139913,0.7476311,0.99337715,0.9992398,1.1685036,1.5143365,0.40503946,0.20196103,0.23884274019847684,0.6046220504110474,1.0950363510793932,1.6270626679633327,1.1392299484931532,1.1465326993643274
643.0,1.1114326,0.88588405,1.025624,1.0259078,1.0690267,1.3207899,0.78139913,0.7476311,0.98892856,0.9992398,1.1619095,1.4772825,0.3978044,0.19991183,0.2364193245697541,0.593821919824327,1.0901324556209642,1.5872504269286132,1.1354936062953014,1.140062424327461
644.0,1.1044667,0.8814835,1.017995,1.0177376,1.0688486,1.3289663,0.78139913,0.7476311,0.97354,0.9992398,1.1615216,1.4926609,0.3929942,0.19740215,0.23345132909557947,0.5866414707799105,1.0731691015734595,1.603773515601205,1.1165822109916628,1.1396818199135277
645.0,1.1289853,0.9009605,1.0224352,1.0227193,1.07205,1.3028301,0.78139913,0.7476311,0.9824036,0.9992398,1.1684262,1.4438137,0.40977627,0.20835038,0.24639890500686054,0.6116929004066525,1.0829397616635625,1.5512901302978928,1.1279938838189003,1.1464565970657408
646.0,1.1272905,0.9015135,1.0255926,1.0256499,1.0679853,1.2706803,0.78139913,0.7476311,0.9824036,0.9992398,1.1596597,1.3837272,0.40861627,0.20866121,0.24676650782845472,0.6099613446703658,1.0898875732903655,1.4867309426310498,1.1347072023244944,1.1378549930634474
647.0,1.1589755,0.9242674,1.0310105,1.0322702,1.063633,1.2309569,0.78139913,0.7476311,0.9824036,0.9992398,1.1502725,1.3094863,0.4303035,0.22145143,0.2618924446703221,0.6423349010488083,1.1018098289464318,1.4069635021031643,1.1498722903644574,1.1286442919094615
648.0,1.142478,0.9117742,1.0310105,1.0322702,1.063633,1.2309569,0.78139913,0.7476311,0.9824036,0.9992398,1.1502725,1.3094863,0.41901156,0.21795169,0.25358746699365003,0.6254788586347775,1.1018098289464318,1.4069635021031643,1.1498722903644574,1.1286442919094615
649.0,1.1388966,0.906224,1.0310105,1.0322702,1.063633,1.2309569,0.78139913,0.7476311,0.9824036,0.9992398,1.1502725,1.3094863,0.4165602,0.21795169,0.24989789387577646,0.6218196340469554,1.1018098289464318,1.4069635021031643,1.1498722903644574,1.1286442919094615
650.0,1.1376164,0.9017183,1.030316,1.0317475,1.0668702,1.2386385,0.78139913,0.7476311,0.9824036,0.9992398,1.1572547,1.323843,0.41568398,0.21795169,0.24690266317701243,0.6205116549667558,1.1002814878919998,1.4223889107726178,1.148674879692736,1.1354951713602612
651.0,1.1364983,0.9044422,1.0352939,1.0379814,1.0617985,1.2234399,0.78139913,0.7476311,0.9824036,0.9992398,1.1572547,1.2954375,0.41491866,0.21795169,0.24871340051161506,0.619369203220741,1.1112355345996816,1.3918689695369189,1.1629550977618253,1.1247621454715415
652.0,1.1346791,0.9062481,1.0342741,1.0364379,1.0655749,1.2326267,0.78139913,0.7476311,0.9824036,0.9992398,1.1572547,1.3124827,0.41368377,0.21795169,0.24989789387577646,0.6175258273253513,1.1090135715888678,1.4101830793898422,1.1594542934834533,1.1326787358655546
653.0,1.1239264,0.8961394,1.0356804,1.0384935,1.0671363,1.2290032,0.78139913,0.7476311,0.9824036,0.9992398,1.1572547,1.3057597,0.40638477,0.21795169,0.2432675189595388,0.6066302618193835,1.1120775893000912,1.4029594898630993,1.1641168293167499,1.1359519709937809
654.0,1.1121773,0.88711005,1.0336798,1.0342582,1.0656475,1.2330315,0.78139913,0.7476311,0.9824036,0.9992398,1.1572547,1.3132341,0.39840937,0.21795169,0.23734513523628956,0.5947249650102305,1.107718973617008,1.4109902877872778,1.154510575548056,1.132830940462728
655.0,1.1074909,0.8842041,1.0336798,1.0342582,1.0656475,1.2330315,0.78139913,0.7476311,0.9824036,0.9992398,1.1572547,1.3132341,0.3952282,0.21795169,0.2354390642284292,0.5899763040302374,1.107718973617008,1.4109902877872778,1.154510575548056,1.132830940462728
656.0,1.1087494,0.88520044,1.0336798,1.0342582,1.0656475,1.2330315,0.78139913,0.7476311,0.9824036,0.9992398,1.1572547,1.3132341,0.39608246,0.21795169,0.23609258497223876,0.5912514762190819,1.107718973617008,1.4109902877872778,1.154510575548056,1.132830940462728
657.0,1.1070176,0.8781638,1.0371736,1.0388799,1.0635414,1.2152581,0.78139913,0.7476311,0.9891543,0.9992398,1.1572547,1.3132341,0.39490697,0.21795169,0.23147720118782972,0.5894967990887767,1.1153307931017806,1.375558041207592,1.164993127937299,1.1284159850137012
658.0,1.1304666,0.8860722,1.0353467,1.035187,1.0632873,1.2246246,0.78139913,0.7476311,0.9856243,0.9920555,1.1572547,1.3132341,0.4108243,0.21795169,0.23666440004228004,0.6132573631080571,1.11135054959963,1.3942307960729179,1.1566170371545736,1.127883083081595
659.0,1.1293386,0.8853145,1.0368134,1.0361713,1.0662928,1.2282288,0.78139913,0.7476311,0.98843056,0.9939516,1.1572547,1.3132341,0.41006497,0.21795169,0.2361742698716176,0.6121238686264967,1.1145147299800997,1.401364320301585,1.1588277486804823,1.134125051222701
660.0,1.1106822,0.86984456,1.0378056,1.0403659,1.0695915,1.2254224,0.78139913,0.7476311,0.9903288,1.0020319,1.1572547,1.3132341,0.39750567,0.21795169,0.2261674542099217,0.593375986418748,1.1166550957350445,1.3958096569099845,1.1682484292303672,1.1409759306735008
661.0,1.070885,0.85746855,1.0399135,1.0440083,1.0698115,1.2117174,0.78139913,0.7476311,0.99436206,1.0090486,1.1572547,1.3132341,0.37071452,0.21795169,0.21816202245495447,0.5533835483889996,1.121202897508594,1.3686839873156325,1.1764289817284594,1.1414326373860209
662.0,1.0739943,0.86220425,1.0399135,1.0440083,1.0698115,1.2117174,0.78139913,0.7476311,0.99436206,1.0090486,1.1572547,1.3132341,0.37280765,0.21795169,0.22122533082799736,0.5565080679828699,1.121202897508594,1.3686839873156325,1.1764289817284594,1.1414326373860209
663.0,1.2237947,0.91086626,1.0399135,1.0440083,1.0698115,1.2117174,0.78139913,0.7476311,0.99436206,1.0090486,1.1572547,1.3132341,0.4736519,0.21795169,0.25270251955119344,0.7070431261697696,1.121202897508594,1.3686839873156325,1.1764289817284594,1.1414326373860209
664.0,1.199129,0.8962803,1.0428143,1.0492742,1.0663295,1.1923116,0.78139913,0.7476311,0.99991196,1.0191928,1.1572547,1.3132341,0.449408,0.21795169,0.2432675189595388,0.6822564820190926,1.1274607096986988,1.3302751781360833,1.1882559120888863,1.1342011535212877
665.0,1.2196866,0.90478355,1.0423793,1.0461516,1.0652299,1.1989046,0.78139913,0.7476311,0.99907964,1.0131774,1.1572547,1.3132341,0.449408,0.21795169,0.24876787096079392,0.7029149196056386,1.1265222054117183,1.3433242146504356,1.181242735693493,1.1319175270376878
666.0,1.2208503,0.9117565,1.0440946,1.0478922,1.0675234,1.2129751,0.78139913,0.7476311,1.00233,1.0164986,1.1572547,1.3132341,0.449408,0.21795169,0.25321988494644526,0.7040759412901563,1.13018719913842,1.3709676495146392,1.185114756095258,1.1366369846020612
667.0,1.199894,0.91066897,1.0424956,1.0471467,1.0742561,1.2571307,0.78139913,0.7476311,0.9993001,1.0150762,1.1572547,1.3132341,0.449408,0.21795169,0.2525255217529463,0.6831677198249241,1.1267708008249926,1.4577172810623533,1.1834563740219515,1.1504910410218336
668.0,1.1951866,0.90358937,1.047591,1.0531799,1.0729983,1.2412435,0.78139913,0.7476311,1.0089556,1.0265877,1.1572547,1.3132341,0.449408,0.21795169,0.24800545086740555,0.6784712731426038,1.1376580120445157,1.426504586351243,1.1968774361711403,1.1479029124228872
669.0,1.1952374,0.8997724,1.047591,1.0531799,1.0729983,1.2412435,0.78139913,0.7476311,1.0089556,1.0265877,1.1572547,1.3132341,0.449408,0.21795169,0.24556840723919332,0.6785219581512235,1.1376580120445157,1.426504586351243,1.1968774361711403,1.1479029124228872
670.0,1.2038306,0.9041865,1.047591,1.0531799,1.0729983,1.2412435,0.78139913,0.7476311,1.0089556,1.0265877,1.1572547,1.3132341,0.449408,0.21795169,0.24838666091409972,0.6870953710532236,1.1376580120445157,1.426504586351243,1.1968774361711403,1.1479029124228872
671.0,1.205747,0.9049968,1.047591,1.0531799,1.0729983,1.2412435,0.77429694,0.7476311,1.0089556,1.0265877,1.1572547,1.3132341,0.449408,0.21795169,0.2489040263093516,0.6890074193094299,1.1376580120445157,1.426504586351243,1.1968774361711403,1.1479029124228872
672.0,1.1992534,0.90160626,1.0495632,1.0561823,1.0729983,1.2176638,0.76701623,0.7476311,1.0126929,1.0323164,1.1572547,1.3132341,0.449408,0.21795169,0.2467392726038653,0.6825286954705589,1.1418719986292385,1.380179140318649,1.2035565389612122,1.1479029124228872
673.0,1.2181908,0.91124105,1.0489235,1.0562781,1.0628452,1.1873288,0.7880932,0.7476311,1.0114921,1.0324976,1.1572547,1.3132341,0.449408,0.21795169,0.2528114396751617,0.7012840420653529,1.1405180818975627,1.3210074148864568,1.203767686859444,1.1271980694733146
674.0,1.2107185,0.92029256,1.049302,1.0547208,1.0663539,1.2067422,0.7797767,0.7476311,1.0122027,1.0295537,1.1572547,1.3132341,0.449408,0.21795169,0.25851600392486385,0.693883593867143,1.1413192926885418,1.358875391501215,1.200335383697891,1.1343533581184613
675.0,1.2103488,0.9193204,1.0507741,1.0562677,1.0566489,1.1662314,0.77936524,0.7355167,1.0149661,1.032478,1.1572547,1.3132341,0.449408,0.21795169,0.2579033256307437,0.6935174383738385,1.14443520299423,1.2798546260872299,1.203744829925246,1.1145619285939288
676.0,1.2058228,0.9158856,1.0521586,1.0589089,1.0555664,1.1638553,0.77432793,0.7293431,1.0175651,1.0374712,1.1572547,1.3132341,0.449408,0.21795169,0.2557385926996469,0.6890350193356753,1.1473657308551193,1.2752198629097438,1.2095662401966922,1.112354497329915
677.0,1.1754414,0.90879995,1.0521586,1.0589089,1.0555664,1.1638553,0.74051386,0.7166076,1.0175651,1.0374712,1.1572547,1.3132341,0.449408,0.21795169,0.2512729714888955,0.6589456018047358,1.1473657308551193,1.2752198629097438,1.2095662401966922,1.112354497329915
678.0,1.1706866,0.9077198,1.0521586,1.0589089,1.0555664,1.1638553,0.73522174,0.7146662,1.0175651,1.0374712,1.1572547,1.3132341,0.449408,0.21795169,0.250592236294886,0.6542364110469724,1.1473657308551193,1.2752198629097438,1.2095662401966922,1.112354497329915
679.0,1.1892271,0.91830516,1.0510948,1.0581948,1.0534014,1.1604906,0.75585717,0.7336919,1.0155681,1.036121,1.1572547,1.3132341,0.449408,0.21795169,0.25726345366081305,0.6725988031783869,1.1451140631829015,1.268656703260408,1.2079921779111285,1.1079394489598888
680.0,1.1680697,0.9105632,1.0519491,1.05962,1.0521204,1.1721643,0.73248315,0.7199468,1.0171572,1.0387907,1.1572547,1.3132341,0.449408,0.21795169,0.25244383685356747,0.6517994525290837,1.1469057614183178,1.2912519267435605,1.211104762737009,1.1053513203609424
681.0,1.1700685,0.9113286,1.0523384,1.0593593,1.0557371,1.1860774,0.7346913,0.7213058,1.0178809,1.0383023,1.1572547,1.3132341,0.449408,0.21795169,0.2529203597991299,0.6537643704925571,1.147721824539999,1.3181817447190955,1.2105352905837585,1.1126589065242622
682.0,1.1694769,0.91471845,1.0527965,1.059158,1.0595423,1.2067145,0.73403764,0.7273241,1.0187329,1.0379252,1.1572547,1.3132341,0.449408,0.21795169,0.2550306430554374,0.6531827308893303,1.14868251676004,1.3581266594310781,1.2100957127150964,1.1203471900225148
683.0,1.1542263,0.90347725,1.0570116,1.0631974,1.057847,1.1994454,0.7171893,0.7073665,1.0265726,1.0454916,1.1572547,1.3132341,0.449408,0.21795169,0.2480326653176055,0.6381902364215335,1.1575221892915057,1.344056637996125,1.2189170956000333,1.116921750297115
684.0,1.1461083,0.8987753,1.0570116,1.0631974,1.057847,1.1994454,0.7082208,0.69901854,1.0265726,1.0454916,1.1572547,1.3132341,0.449408,0.21795169,0.24510551229312033,0.6302096050858619,1.1575221892915057,1.344056637996125,1.2189170956000333,1.116921750297115
685.0,1.1484514,0.9026681,1.0570116,1.0631974,1.057847,1.1994454,0.7108094,0.70592993,1.0265726,1.0454916,1.1572547,1.3132341,0.449408,0.21795169,0.24752892792184308,0.6325130785163945,1.1575221892915057,1.344056637996125,1.2189170956000333,1.116921750297115
686.0,1.1479781,0.90542376,1.0572894,1.0637927,1.0592033,1.2094312,0.7102865,0.7108223,1.0270891,1.0466068,1.1572547,1.3132341,0.449408,0.21795169,0.24924439390635636,0.632047810527786,1.1581045998936066,1.363384974199157,1.2202172927898707,1.119662083493235
687.0,1.123319,0.89231336,1.056959,1.065159,1.0601157,1.2181699,0.6832562,0.6878361,1.0264804,1.0491431,1.1572547,1.3132341,0.449408,0.21795169,0.2411844709278208,0.6079948974178391,1.157418313539584,1.380179140318649,1.2231743389659648,1.1214890032643148
688.0,1.1215713,0.8892351,1.054867,1.0622623,1.0601157,1.2380043,0.6813405,0.682439,1.0226249,1.0437657,1.1572547,1.3132341,0.449408,0.21795169,0.23929202791944987,0.6062902134749154,1.1530708371045273,1.4182968901907136,1.2169048491613073,1.1214890032643148
689.0,1.1212357,0.8886815,1.0539888,1.0609092,1.0562378,1.2238439,0.6811151,0.6814683,1.0210062,1.0412537,1.1572547,1.3132341,0.449408,0.21795169,0.2389516603224451,0.6059628363826022,1.1512458116880235,1.3910835061054134,1.2139762347814107,1.1137246174674753
690.0,1.0810127,0.85459906,1.0551937,1.0618105,1.0562378,1.223028,0.6811151,0.6217122,1.0232269,1.042927,1.1572547,1.3132341,0.449408,0.21795169,0.21799863188180735,0.5667287800766553,1.1537496972931989,1.389515223900421,1.2159271577381419,1.1137246174674753
691.0,1.0559438,0.83555365,1.0551937,1.0618105,1.0562378,1.223028,0.6811151,0.58070993,1.0232269,1.042927,1.1572547,1.3132341,0.449408,0.21795169,0.20628999900947712,0.5422761763491661,1.1537496972931989,1.389515223900421,1.2159271577381419,1.1137246174674753
692.0,1.0506008,0.8316117,1.0551937,1.0618105,1.0562378,1.223028,0.6811151,0.58070993,1.0232269,1.042927,1.1572547,1.3132341,0.449408,0.21795169,0.20386658338075433,0.5370643956675678,1.1537496972931989,1.389515223900421,1.2159271577381419,1.1137246174674753
693.0,1.0132501,0.8047709,1.0593617,1.0692362,1.0537667,1.2271267,0.6811151,0.58070993,1.0309086,1.0567118,1.1572547,1.3132341,0.449408,0.21795169,0.18736554815137849,0.5006319969070493,1.1624112324192328,1.397392190883188,1.2319985092819012,1.1087767600863423
694.0,1.0543498,0.8314486,1.0606009,1.0702633,1.0549943,1.2372257,0.6811151,0.58070993,1.033172,1.0586017,1.1572547,1.3132341,0.449408,0.21795169,0.20349898055916013,0.5403306293803664,1.1649633880991896,1.416666605447731,1.2342019734872107,1.1112126840881151
695.0,1.0408717,0.82190317,1.0629622,1.0740719,1.052539,1.2258836,0.6811151,0.58070993,1.0374849,1.0656098,1.1572547,1.3132341,0.449408,0.21795169,0.1977263386351791,0.5273120101404972,1.169826439648188,1.3950197857151148,1.2423724912337037,1.1063409290055688
696.0,1.0731348,0.83743703,1.0629622,1.0740719,1.052539,1.2258836,0.6811151,0.58070993,1.0374849,1.0656098,1.1572547,1.3132341,0.449408,0.21795169,0.2071204967771443,0.558475243468279,1.169826439648188,1.3950197857151148,1.2423724912337037,1.1063409290055688
697.0,1.0730482,0.83833754,1.0606837,1.0714302,1.052539,1.2258836,0.6811151,0.58070993,1.0333233,1.0607488,1.1572547,1.3132341,0.449408,0.21795169,0.20766507662259615,0.55839171515666,1.1651340087762785,1.3950197857151148,1.236705225896544,1.1063409290055688
698.0,1.0925165,0.8415794,1.0606837,1.0714302,1.052539,1.2258836,0.6811151,0.58070993,1.0333233,1.0607488,1.1572547,1.3132341,0.449408,0.21795169,0.2096255973052459,0.5771963267059529,1.1651340087762785,1.3950197857151148,1.236705225896544,1.1063409290055688
699.0,1.0576857,0.8262031,1.0606837,1.0714302,1.052539,1.2258836,0.6811151,0.58070993,1.0333233,1.0607488,1.1572547,1.3132341,0.449408,0.21795169,0.200326752062149,0.5435528414154196,1.1651340087762785,1.3950197857151148,1.236705225896544,1.1063409290055688
700.0,1.0630729,0.83273184,1.0558009,1.0649452,1.0559535,1.1984138,0.6811151,0.58070993,1.0244046,1.0488163,1.1572547,1.3132341,0.449408,0.21795169,0.2042750078776485,0.5487563930654461,1.1550777130091383,1.3425925259319738,1.2227932971482978,1.1131157061577817
701.0,1.0623205,0.83083534,1.0520444,1.0617672,1.0621083,1.2510654,0.6811151,0.58070993,1.0176046,1.04302,1.1572547,1.3132341,0.449408,0.21795169,0.2031450057370554,0.5480360615097535,1.1474101972842332,1.4423638658611821,1.2160355888040326,1.1252188521840616
702.0,1.0468447,0.82039315,1.0555992,1.0648566,1.0604825,1.2202939,0.6811151,0.58070993,1.0240395,1.0486547,1.1572547,1.3132341,0.449408,0.21795169,0.19692307609210136,0.5332195445180049,1.1546659230841263,1.3840538581666966,1.222604866812714,1.1220218122754215
703.0,1.0525392,0.8211244,1.0564479,1.0651271,1.0616051,1.2137907,0.6811151,0.58070993,1.0255758,1.049148,1.1572547,1.3132341,0.449408,0.21795169,0.1973587565879744,0.5386714235809527,1.1563982119967346,1.371730633352987,1.2231800531995143,1.1242293364604348
704.0,1.0640901,0.8263797,1.0616237,1.0708877,1.0547148,1.196106,0.6811151,0.58070993,1.0349451,1.0596546,1.1572547,1.3132341,0.449408,0.21795169,0.20049012186090664,0.5497302953108139,1.1669627472754576,1.338219290047432,1.2354294187279544,1.1106797821560088
705.0,1.0763842,0.8289617,1.0616237,1.0708877,1.0547148,1.196106,0.6811151,0.58070993,1.0349451,1.0596546,1.1572547,1.3132341,0.449408,0.21795169,0.20202859004717283,0.5615006141552015,1.1669627472754576,1.338219290047432,1.2354294187279544,1.1106797821560088
706.0,1.0665834,0.8250773,1.0616237,1.0708877,1.0547148,1.196106,0.6811151,0.58070993,1.0349451,1.0596546,1.1572547,1.3132341,0.449408,0.21795169,0.1997140945424183,0.5521173334646094,1.1669627472754576,1.338219290047432,1.2354294187279544,1.1106797821560088
707.0,1.0748715,0.83334875,1.0598154,1.0685587,1.0547922,1.2011255,0.6811151,0.58070993,1.0316718,1.0554068,1.1572547,1.3132341,0.449408,0.21795169,0.2046426106992427,0.5600524138334827,1.1632718525330197,1.3477309495365457,1.230477129442233,1.1108320796741817
708.0,1.06484,0.82620764,1.0591847,1.0681762,1.056081,1.1995624,0.6811151,0.58070993,1.0305401,1.0547152,1.1572547,1.3132341,0.449408,0.21795169,0.20044927941121723,0.5505304411904248,1.1619958199745373,1.3447899428944872,1.2296707256540027,1.113344013053542
709.0,1.0514327,0.8221734,1.060855,1.07074,1.0587368,1.2167315,0.6811151,0.58070993,1.0335371,1.059351,1.1572547,1.3132341,0.449408,0.21795169,0.19808033423167334,0.5378041710412222,1.1653750874612097,1.377094881367253,1.235075414990985,1.118520270251435
710.0,1.047038,0.81426716,1.0657943,1.0750235,1.0576823,1.1754498,0.6811151,0.58070993,1.0423999,1.0670959,1.1572547,1.3132341,0.449408,0.21795169,0.19343771522267486,0.5336326346205845,1.1753684419488504,1.2994200999592576,1.2441051583431537,1.1164649506635953
711.0,1.0527785,0.8201099,1.0658365,1.0762124,1.0611583,1.2050632,0.6811151,0.58070993,1.0424756,1.0692455,1.1572547,1.3132341,0.449408,0.21795169,0.19686862641731195,0.5390815643403583,1.1754537522873947,1.3551401059009225,1.2466111981834869,1.1232397278158084
712.0,1.0547842,0.82006353,1.0658365,1.0762124,1.0611583,1.2050632,0.6811151,0.58070993,1.0424756,1.0692455,1.1572547,1.3132341,0.449408,0.21795169,0.1968413911927225,0.5409853471533486,1.1754537522873947,1.3551401059009225,1.2466111981834869,1.1232397278158084
713.0,1.0392556,0.81180954,1.0658365,1.0762124,1.0611583,1.2050632,0.6811151,0.58070993,1.0424756,1.0692455,1.1572547,1.3132341,0.449408,0.21795169,0.19199455993527698,0.5262456587307003,1.1754537522873947,1.3551401059009225,1.2466111981834869,1.1232397278158084
714.0,1.0410633,0.81266737,1.0699893,1.0815845,1.0609239,1.1772748,0.6811151,0.58070993,1.049927,1.0789587,1.1572547,1.3132341,0.449408,0.21795169,0.1924982973310394,0.5279615210483699,1.18385564331512,1.3028540414708825,1.257935833477757,1.122783021103288
715.0,1.0257459,0.7904902,1.0701872,1.0822078,1.0607663,1.1783825,0.6811151,0.58070993,1.050279,1.0800763,1.1572547,1.3132341,0.449408,0.21795169,0.1796732487688266,0.5135528872940912,1.18425258090943,1.3049231925194966,1.2592388180985943,1.1224785189879416
716.0,1.0099027,0.7714913,1.069932,1.0825069,1.0599784,1.1656744,0.6811151,0.58070993,1.049825,1.0806125,1.1572547,1.3132341,0.449408,0.21795169,0.16868618315300055,0.4986498926475496,1.1837406283151715,1.2811850359959995,1.2598638995002902,1.1209561013322085
717.0,1.0473229,0.78354514,1.0725635,1.0865678,1.0621847,1.1714259,0.6811151,0.58070993,1.0545064,1.0878935,1.1572547,1.3132341,0.47150132,0.22086182,0.17565691527904825,0.5338496480195597,1.1890192734348497,1.2919286653454152,1.2683526024954057,1.1252188521840616
718.0,1.0453569,0.778507,1.0754946,1.0891445,1.0608058,1.1681789,0.6811151,0.58070993,1.0597208,1.0925133,1.1572547,1.3132341,0.46986797,0.21719848,0.1727433590924683,0.5320003006145338,1.1948987134440219,1.285863289105346,1.2737387554162398,1.1225546212865285
719.0,1.0470906,0.7795193,1.0754946,1.0891445,1.0608058,1.1681789,0.6811151,0.58070993,1.0597208,1.0925133,1.1572547,1.3132341,0.47130835,0.21793456,0.17332879177480429,0.5336311417431754,1.1948987134440219,1.285863289105346,1.2737387554162398,1.1225546212865285
720.0,1.0456042,0.77911913,1.0754946,1.0891445,1.0608058,1.1681789,0.6811151,0.58070993,1.0597208,1.0925133,1.1572547,1.3132341,0.47007343,0.21764356,0.1730973443017678,0.532232934608838,1.1948987134440219,1.285863289105346,1.2737387554162398,1.1225546212865285
721.0,1.0814967,0.7949633,1.0760106,1.0905571,1.0638789,1.1617754,0.6811151,0.58070993,1.0606387,1.095046,1.1572547,1.3132341,0.49989307,0.22916424,0.182260034196307,0.5659957408571636,1.1959336673175731,1.2739017947383942,1.2766916204458343,1.128492087312288
722.0,1.0594156,0.78013295,1.075893,1.0910548,1.0638789,1.1617754,0.6811151,0.58070993,1.0604314,1.095931,1.1572547,1.3132341,0.49358284,0.21855083,0.17381892194546672,0.5453977101882184,1.1956999242350008,1.2739017947383942,1.277723388030395,1.128492087312288
723.0,1.052683,0.7755164,1.075893,1.0910548,1.0638789,1.1617754,0.6811151,0.58070993,1.0604314,1.095931,1.1572547,1.3132341,0.49358284,0.21524698,0.17119128368110215,0.5391173569865315,1.1956999242350008,1.2739017947383942,1.277723388030395,1.128492087312288
724.0,1.0489602,0.7725982,1.0789759,1.0958397,1.0745289,1.1725948,0.6811151,0.58070993,1.0658693,1.1044397,1.1572547,1.3132341,0.49358284,0.21315853,0.16953028814576773,0.5356445600166212,1.2018316727401228,1.2939632889143429,1.2876435762154366,1.1488925210675136
725.0,1.0528781,0.7772147,1.0789964,1.0947542,1.0763172,1.1841385,0.6811151,0.58070993,1.0659056,1.1025094,1.1572547,1.3132341,0.49358284,0.21646239,0.1721579264101323,0.539299305972216,1.2018725166495532,1.315368122438263,1.2853930044262314,1.1523179607929135
726.0,1.0573531,0.7787217,1.0789964,1.0947542,1.0763172,1.1841385,0.6811151,0.58070993,1.0659056,1.1025094,1.1572547,1.3132341,0.49358284,0.21754085,0.17301565940238894,0.5434737917360278,1.2018725166495532,1.315368122438263,1.2853930044262314,1.1523179607929135
727.0,1.0588936,0.7807788,1.0789964,1.0947542,1.0763172,1.1841385,0.6811151,0.58070993,1.0659056,1.1025094,1.1572547,1.3132341,0.49358284,0.21901304,0.17418652476706092,0.5449107772713565,1.2018725166495532,1.315368122438263,1.2853930044262314,1.1523179607929135
