State,County,Annual_Crime_Rate,Children_Poverty_Rate,Chlamydia_Rate,id,Bachelor_or_High_Degree_Rate,Teenage_Birth_Rate,Natural_Amenity,Life_Expectancy,Population,Annual_Crime_Rate_Rank,Children_Poverty_Rate_Rank,Chlamydia_Rate_Rank,Bachelor_or_High_Degree_Rate_Rank,Teenage_Birth_Rate_Rank,Life_Expectancy_Rank
NC,FORSYTH COUNTY,0.0084318774238667,23.0,0.0112928348909657,37.0,53.1,0.161,-1.06,77.145,251664,2477.0,1834.0,2425.0,28.5,1413.5,1118.0
TX,FORT BEND COUNTY,0.0035454120776563,7.0,0.0065910393687616,48.0,46.2,0.12,-0.52,80.349,490211,1596.0,78.5,1876.0,75.0,2004.5,2251.0
AL,FRANKLIN COUNTY,0.0039930722601751,25.0,0.0041855094775329,1.0,14.0,0.168,0.16,73.367,20786,1752.0,2015.5,1102.0,2045.0,1131.0,87.5
AR,FRANKLIN COUNTY,0.0063243738037779,23.0,0.0035782641258217,5.0,14.0,0.195,2.05,74.7,12017,2276.0,1834.0,823.0,2045.0,738.0,294.5
FL,FRANKLIN COUNTY,0.0035076181080784,30.0,0.0043845226350981,12.0,14.0,0.261,2.66,75.375,9123,1581.0,2344.0,1182.0,2045.0,112.0,481.0
GA,FRANKLIN COUNTY,0.0019348597226701,26.0,0.0050951306030312,13.0,14.0,0.228,-0.5,74.44,15505,797.0,2095.0,1442.0,2045.0,343.5,248.0
ID,FRANKLIN COUNTY,0.0006291682395872,10.0,0.0022650056625141,16.0,14.0,0.122,1.68,80.6,7947,123.0,261.5,265.0,2045.0,1970.5,2315.0
IL,FRANKLIN COUNTY,0.0020721244728806,23.0,0.0048713101643158,17.0,14.0,0.195,-1.19,75.3,27508,885.0,1834.0,1373.0,2045.0,738.0,457.5
IN,FRANKLIN COUNTY,0.0005146018268364,13.0,0.0014151550238003,18.0,14.0,0.18,-1.45,78.76,15546,79.0,580.5,58.0,2045.0,946.0,1742.0
KS,FRANKLIN COUNTY,0.0046748086250219,13.0,0.0058435107812773,20.0,14.0,0.177,-1.97,77.14,17113,1943.5,580.5,1686.0,2045.0,997.0,1116.0
KY,FRANKLIN COUNTY,0.0037985368598761,17.0,0.0066966797974113,21.0,14.0,0.166,-0.34,75.845,35540,1696.0,1093.5,1899.0,2045.0,1157.0,617.0
MA,FRANKLIN COUNTY,0.0046287585142814,12.0,0.0026530689045271,25.0,14.0,0.081,0.0,80.878,53146,1933.0,457.5,417.0,2045.0,2484.5,2382.0
ME,FRANKLIN COUNTY,0.0015748760943072,17.0,0.0033350317291213,23.0,14.0,0.087,0.17,78.171,21589,580.0,1093.5,717.0,2045.0,2421.0,1510.0
MO,FRANKLIN COUNTY,0.0028693802138738,13.0,0.0044370415990146,29.0,14.0,0.131,0.38,77.094,71444,1295.0,580.5,1211.0,2045.0,1838.5,1093.0
NC,FRANKLIN COUNTY,0.0019743979171186,17.0,0.0074853547407246,37.0,14.0,0.211,-1.43,77.058,46090,821.0,1093.5,2036.0,2045.0,517.0,1079.0
NE,FRANKLIN COUNTY,0.0004458314757021,20.0,0.0026749888542131,31.0,14.0,0.1641391035548686,-1.56,80.55,2243,59.0,1516.5,427.0,2045.0,1270.0,2298.5
NY,FRANKLIN COUNTY,0.0026807357764152,25.0,0.0030514758306003,36.0,14.0,0.106,-0.63,79.286,35065,1210.0,2015.5,599.0,2045.0,2178.5,1932.0
OH,FRANKLIN COUNTY,0.0059611065652257,19.0,0.0117933808039833,39.0,14.0,0.165,-2.43,76.247,861585,2225.0,1382.5,2457.0,2045.0,1168.5,754.0
PA,FRANKLIN COUNTY,0.0020836046360203,13.0,0.0043067363682027,42.0,14.0,0.132,-0.57,80.056,107506,890.0,580.5,1149.0,2045.0,1825.0,2177.0
TN,FRANKLIN COUNTY,0.0055333753589689,18.0,0.0043076276528682,47.0,14.0,0.194,1.68,75.25,28554,2139.0,1239.0,1152.0,2045.0,753.0,444.0
TX,FRANKLIN COUNTY,0.0037042118260392,23.0,0.0049389491013856,48.0,14.0,0.213,0.76,76.467,7289,1659.0,1834.0,1398.0,2045.0,492.0,841.0
VA,FRANKLIN COUNTY,0.0020822105727303,18.0,0.0034295232962618,51.0,14.0,0.174,1.92,76.81,40822,889.0,1239.0,749.0,2045.0,1041.5,976.0
VT,FRANKLIN COUNTY,0.001981582935074,11.0,0.0041380114232428,50.0,14.0,0.107,-0.3,78.99,34316,825.0,346.0,1078.0,2045.0,2166.0,1834.0
WA,FRANKLIN COUNTY,0.0035798398492699,18.0,0.009872821479039,53.0,14.0,0.202,-0.39,80.392,53075,1613.0,1239.0,2327.0,2045.0,633.0,2258.0
MD,FREDERICK COUNTY,0.0035749809841437,7.0,0.0049382716049382,24.0,41.4,0.095,0.1,80.04,170910,1610.0,78.5,1396.0,154.0,2334.5,2173.0
VA,FREDERICK COUNTY,0.0015582065545204,9.0,0.0038871389317069,51.0,41.4,0.153,-0.38,78.538,59684,570.0,188.5,975.0,154.0,1535.0,1660.0
MN,FREEBORN COUNTY,0.0013319860371118,13.0,0.0052360830424398,27.0,17.1,0.132,-2.38,81.61,21772,420.0,580.5,1498.0,1567.0,1825.0,2500.0
TX,FREESTONE COUNTY,0.0022278117139777,20.0,0.0032339202299676,48.0,15.3,0.201,0.4,76.114,13915,969.0,1516.5,676.0,1830.0,651.0,711.0
CO,FREMONT COUNTY,0.0028422933246711,21.0,0.0022467651995019,8.0,18.5,0.192,4.82,76.136,36942,1281.0,1625.5,260.0,1374.0,785.0,716.5
IA,FREMONT COUNTY,0.0054129911788291,15.0,0.0028067361668003,19.0,18.5,0.105,-0.81,77.5,4988,2115.0,836.0,474.0,1374.0,2189.5,1241.0
ID,FREMONT COUNTY,0.0013076557299096,17.0,0.002377555872563,16.0,18.5,0.165,2.95,79.1,8412,405.0,1093.5,304.0,1374.0,1168.5,1873.0
WY,FREMONT COUNTY,0.002449964192831,17.0,0.0079529606874976,56.0,18.5,0.179,3.71,78.9,26531,1101.0,1093.5,2113.0,1374.0,958.5,1806.0
CA,FRESNO COUNTY,0.0087132554370945,29.0,0.0118003035735271,6.0,21.2,0.192,6.03,78.388,604137,2498.0,2291.5,2458.0,1027.0,785.0,1591.0
TX,FRIO COUNTY,0.0036147481725439,36.0,0.0131737488954936,48.0,7.3,0.287,0.4,76.933,12449,1634.0,2538.0,2513.0,2641.0,39.5,1014.5
AR,FULTON COUNTY,0.0025985764320415,27.0,0.0030505027680488,5.0,12.2,0.188,0.51,76.6,8851,1170.0,2172.0,597.0,2380.5,842.5,899.0
GA,FULTON COUNTY,0.0110569388821173,22.0,0.011954681822204,13.0,12.2,0.207,-0.24,77.365,700646,2586.0,1722.0,2463.0,2380.5,573.0,1201.5
IL,FULTON COUNTY,0.0014149274849663,18.0,0.0027512478874346,17.0,12.2,0.157,-1.77,77.755,25443,470.0,1239.0,446.0,2380.5,1466.0,1340.0
IN,FULTON COUNTY,0.0005057072677358,14.0,0.0031787313971969,18.0,12.2,0.167,-3.13,76.8,13842,75.0,707.5,648.0,2380.5,1145.0,969.5
KY,FULTON COUNTY,0.0013805798435342,38.0,0.0115048320294523,21.0,12.2,0.195,-0.46,73.85,4346,449.0,2559.0,2437.0,2380.5,738.0,150.0
NY,FULTON COUNTY,0.0028496671070697,26.0,0.0055179917618714,36.0,12.2,0.137,-0.24,79.527,38601,1284.0,2095.0,1601.0,2380.5,1759.5,1999.5
OH,FULTON COUNTY,0.0014286709875252,10.0,0.0037633284549445,39.0,12.2,0.121,-3.29,78.722,28698,481.0,261.5,909.0,2380.5,1990.0,1722.0
PA,FULTON COUNTY,0.0030441400304414,19.0,0.0016171993911719,42.0,12.2,0.121,-1.2,76.967,10512,1379.0,1382.5,92.0,2380.5,1990.0,1037.5
NE,FURNAS COUNTY,0.0008928571428571,17.0,0.0017857142857142,31.0,17.4,0.102,-1.63,78.8,3360,220.0,1093.5,128.0,1513.0,2234.0,1760.0
FL,GADSDEN COUNTY,0.0046965879754906,31.0,0.0150228608752449,12.0,16.2,0.269,1.65,75.622,32151,1951.0,2393.0,2570.0,1667.5,79.5,547.0
NE,GAGE COUNTY,0.0058506442282408,14.0,0.0022350775703392,31.0,20.8,0.113,-2.26,77.557,15212,2213.0,707.5,253.0,1104.0,2090.5,1256.0
TX,GAINES COUNTY,0.001325205406838,20.0,0.0035338810849014,48.0,11.4,0.25,0.84,78.4,11319,418.0,1516.5,807.0,2442.0,174.5,1598.0
IL,GALLATIN COUNTY,0.0021598272138228,26.0,0.001889848812095,17.0,10.9,0.13,-0.19,73.7,3704,935.0,2095.0,152.0,2472.0,1858.0,131.5
KY,GALLATIN COUNTY,0.0008558712769599,17.0,0.0020540910647038,21.0,10.9,0.1641391035548686,0.63,73.0,5842,204.0,1093.5,193.0,2472.0,1270.0,52.5
MT,GALLATIN COUNTY,0.0032321182694398,8.0,0.0078266541053699,30.0,10.9,0.075,3.86,80.916,68995,1471.0,128.0,2096.0,2472.0,2543.0,2391.0
OH,GALLIA COUNTY,0.0019830713422007,25.0,0.0030471584038694,39.0,15.9,0.202,-1.02,73.929,20675,827.0,2015.5,595.0,1733.5,633.0,159.0
TX,GALVESTON COUNTY,0.0041538399494548,16.0,0.0069723570241119,48.0,31.1,0.179,1.87,76.848,223167,1796.0,959.0,1953.0,450.5,958.5,982.0
CO,GARFIELD COUNTY,0.0027991246373861,12.0,0.0060308412641864,8.0,31.0,0.132,3.81,81.27,39298,1264.0,457.5,1736.0,454.5,1825.0,2449.0
OK,GARFIELD COUNTY,0.0053508901711298,18.0,0.0072002761749765,40.0,31.0,0.177,-1.25,76.275,40554,2105.0,1239.0,1989.0,454.5,997.0,770.0
AR,GARLAND COUNTY,0.0071641456896189,24.0,0.0065904543355674,5.0,21.6,0.191,1.64,74.284,71467,2390.0,1934.5,1875.0,976.0,801.5,222.0
KY,GARRARD COUNTY,0.0012913640032284,22.0,0.0046004842615012,21.0,17.6,0.149,-1.23,76.625,12390,400.0,1722.0,1272.0,1496.0,1589.0,906.0
MD,GARRETT COUNTY,0.0030737704918032,18.0,0.0017697466467958,24.0,20.9,0.13,0.35,78.014,21472,1396.0,1239.0,123.0,1090.0,1858.0,1454.0
OK,GARVIN COUNTY,0.0038603828212964,20.0,0.0058978070880917,40.0,14.7,0.191,0.38,73.9,18651,1721.0,1516.5,1695.0,1917.0,801.5,153.5
TX,GARZA COUNTY,0.0017742293191394,24.0,0.0044355732978487,48.0,13.9,0.1641391035548686,1.11,75.8,4509,696.0,1934.5,1208.0,2073.0,1270.0,604.0
MO,GASCONADE COUNTY,0.0020628223159868,17.0,0.004031879981247,29.0,19.2,0.146,0.47,76.775,10665,876.0,1093.5,1032.0,1276.5,1632.5,960.5
NC,GASTON COUNTY,0.0051730053577555,17.0,0.0103658053788698,37.0,21.2,0.196,0.42,75.002,151556,2066.0,1093.5,2367.0,1027.0,721.0,361.0
KS,GEARY COUNTY,0.0099584154081855,19.0,0.0155942219304005,20.0,23.2,0.223,0.39,76.957,18276,2559.0,1382.5,2578.0,837.5,396.5,1027.5
OH,GEAUGA COUNTY,0.0005282373961003,6.0,0.0023304591004427,39.0,38.0,0.046,-2.45,80.5,64365,87.0,40.0,285.0,210.5,2627.0,2285.5
ID,GEM COUNTY,0.0025915398762748,18.0,0.0038455107841498,16.0,17.5,0.131,2.45,77.467,11962,1167.0,1239.0,952.0,1501.0,1838.5,1228.0
MI,GENESEE COUNTY,0.0095951498146106,22.0,0.00951641303881,26.0,21.2,0.167,-1.9,75.286,279412,2547.0,1722.0,2294.0,1027.0,1145.0,454.5
NY,GENESEE COUNTY,0.0031451105627328,14.0,0.0037741326752794,36.0,21.2,0.085,-2.94,79.814,41334,1434.0,707.5,918.0,1027.0,2438.5,2111.0
AL,GENEVA COUNTY,0.0059485530546623,21.0,0.0061629153269024,1.0,12.5,0.215,-0.51,74.817,18660,2222.0,1625.5,1782.0,2326.5,467.0,323.0
MO,GENTRY COUNTY,0.0008914642299977,18.0,0.0015600624024961,29.0,19.1,0.163,-1.76,78.35,4487,217.0,1239.0,81.0,1285.0,1387.5,1579.0
MS,GEORGE COUNTY,0.0007706634127544,24.0,0.0071928585190418,28.0,13.8,0.249,-0.81,74.8,15571,162.0,1934.5,1986.0,2090.5,184.0,319.0
SC,GEORGETOWN COUNTY,0.0063519686752229,31.0,0.0090276267130737,45.0,27.3,0.209,1.49,76.264,45970,2280.0,2393.0,2247.0,595.0,541.5,763.0
IN,GIBSON COUNTY,0.001139950894423,12.0,0.0050420904945633,18.0,18.0,0.151,-1.56,78.557,22808,339.0,457.5,1427.0,1446.0,1561.0,1663.0
TN,GIBSON COUNTY,0.0081991740977916,18.0,0.0092764378478664,47.0,18.0,0.228,-1.86,74.415,33418,2465.0,1239.0,2270.0,1446.0,343.5,242.0
AZ,GILA COUNTY,0.0077040427154843,32.0,0.0056191202644291,4.0,18.7,0.238,7.5,78.508,39330,2430.0,2436.5,1627.0,1337.5,254.5,1649.0
FL,GILCHRIST COUNTY,0.0044828429374847,21.0,0.0039122992908957,12.0,13.4,0.226,1.21,77.36,12269,1900.0,1625.5,990.0,2161.5,364.5,1199.5
TN,GILES COUNTY,0.004340905802344,20.0,0.0070419138571359,47.0,16.5,0.213,-1.46,74.8,20733,1853.0,1516.5,1967.0,1630.0,492.0,319.0
VA,GILES COUNTY,0.0020656035693629,17.0,0.0014872345699413,51.0,16.5,0.187,0.09,76.0,12103,877.0,1093.5,68.0,1630.0,857.5,672.5
TX,GILLESPIE COUNTY,0.0006726341387695,14.0,0.003052724168262,48.0,32.2,0.159,2.59,80.46,19327,131.0,707.5,601.0,426.5,1443.5,2280.0
GA,GILMER COUNTY,0.0035429186474123,26.0,0.0028253655036326,13.0,20.4,0.21,2.33,79.2,22298,1593.0,2095.0,480.0,1151.5,528.5,1905.0
WV,GILMER COUNTY,0.0037735849056603,21.0,0.0025157232704402,54.0,20.4,0.1641391035548686,-2.64,77.15,5565,1683.0,1625.5,360.0,1151.5,1270.0,1119.5
CO,GILPIN COUNTY,0.0032500507820434,9.0,0.0008125126955108,8.0,39.6,0.1641391035548686,6.97,81.8,4923,1475.0,188.5,6.0,189.0,1270.0,2525.5
MT,GLACIER COUNTY,0.0038074183247359,32.0,0.0222304102186195,30.0,21.4,0.267,4.69,75.067,8142,1702.0,2436.5,2629.0,997.0,89.0,380.5
FL,GLADES COUNTY,0.0031335683509596,26.0,0.0063650607128868,12.0,11.2,0.1641391035548686,5.15,74.55,10212,1424.0,2095.0,1819.0,2457.0,1270.0,275.5
MI,GLADWIN COUNTY,0.0029716105067657,21.0,0.0024409657734146,26.0,13.5,0.134,-2.23,76.4,18845,1349.0,1625.5,330.0,2144.0,1798.0,813.5
GA,GLASCOCK COUNTY,0.0014698677119059,21.0,0.0034296913277804,13.0,11.6,0.1641391035548686,-0.78,77.0,2041,503.0,1625.5,750.0,2430.5,1270.0,1054.0
CA,GLENN COUNTY,0.0063506211353127,18.0,0.0065177427441368,6.0,14.2,0.142,4.38,80.95,17951,2279.0,1239.0,1852.0,1985.0,1690.5,2395.5
NJ,GLOUCESTER COUNTY,0.0016724738675958,8.0,0.0055798904927824,34.0,33.0,0.088,-0.61,77.635,200900,642.0,128.0,1617.0,393.5,2410.0,1295.0
VA,GLOUCESTER COUNTY,0.0015526228235555,13.0,0.0053232782521903,51.0,33.0,0.14,1.27,77.738,27051,562.0,580.5,1537.0,393.5,1715.5,1336.0
GA,GLYNN COUNTY,0.0067476155042954,26.0,0.0117026314009335,13.0,29.9,0.217,2.06,77.233,59132,2339.0,2095.0,2448.0,501.5,451.0,1151.0
MI,GOGEBIC COUNTY,0.0013870827915041,24.0,0.0019939315127871,26.0,19.4,0.112,-1.69,77.414,11535,451.0,1934.5,175.0,1256.0,2102.0,1214.0
TX,GOLIAD COUNTY,0.0030103480714957,23.0,0.0039510818438381,48.0,17.3,0.214,1.61,79.6,5315,1368.0,1834.0,1000.0,1529.5,479.0,2024.5
TX,GONZALES COUNTY,0.0100927033492822,24.0,0.0059808612440191,48.0,13.1,0.278,0.68,78.183,13376,2562.0,1934.5,1727.0,2202.0,54.5,1513.5
VA,GOOCHLAND COUNTY,0.0015181595235314,7.0,0.0028027560434427,51.0,41.8,0.096,-1.06,78.475,17126,528.0,78.5,470.0,146.0,2319.0,1630.5
MN,GOODHUE COUNTY,0.0018665850673194,9.0,0.003641370869033,27.0,26.0,0.088,-1.38,80.83,32680,760.0,188.5,849.0,650.5,2410.0,2375.5
ID,GOODING COUNTY,0.0024638127502309,20.0,0.0045169900420901,16.0,17.2,0.189,0.76,78.0,9741,1105.0,1516.5,1239.0,1543.5,829.0,1447.0
GA,GORDON COUNTY,0.0040357451715191,16.0,0.0047171047459314,13.0,14.7,0.234,-0.52,76.444,38159,1764.0,959.0,1310.0,1917.0,286.0,830.0
WY,GOSHEN COUNTY,0.0050069244700117,16.0,0.0055395760093746,56.0,25.9,0.156,2.0,81.2,9387,2025.0,959.0,1608.0,656.0,1482.5,2437.5
GA,GRADY COUNTY,0.0028937577511368,29.0,0.0073229787987952,13.0,13.9,0.215,0.16,76.5,16933,1308.0,2291.5,2005.0,2073.0,467.0,859.0
OK,GRADY COUNTY,0.0038940809968847,16.0,0.0053711462025996,40.0,13.9,0.174,-0.25,77.067,37236,1729.0,959.0,1559.0,2073.0,1041.5,1084.5
NH,GRAFTON COUNTY,0.0022122844997866,10.0,0.004219142581736,33.0,40.6,0.085,0.32,81.679,63283,963.0,261.5,1113.0,169.0,2438.5,2505.0
AZ,GRAHAM COUNTY,0.0015186028853454,25.0,0.0069180798110183,4.0,15.2,0.231,5.2,78.256,23706,529.0,2015.5,1937.0,1844.0,320.5,1541.0
NC,GRAHAM COUNTY,0.0041125185063332,23.0,0.0027965125843066,37.0,15.2,0.223,3.14,75.233,6079,1781.0,1834.0,468.0,1844.0,396.5,437.0
TN,GRAINGER COUNTY,0.0028856558855356,25.0,0.0033665985331249,47.0,10.7,0.211,1.45,73.3,16634,1306.0,2015.5,727.0,2484.5,517.0,80.5
CO,GRAND COUNTY,0.0009498316207581,10.0,0.0021587082289957,8.0,38.0,0.095,7.47,80.533,11581,255.0,261.5,224.0,210.5,2334.5,2292.5
UT,GRAND COUNTY,0.0037621183620315,19.0,0.0028939372015627,49.0,38.0,0.156,2.08,77.1,6911,1681.0,1382.5,522.0,210.5,1482.5,1096.5
ND,GRAND FORKS COUNTY,0.0041063793811444,11.0,0.009976086378898,38.0,35.6,0.102,-5.01,79.06,41399,1778.0,346.0,2336.0,255.5,2234.0,1861.5
VT,GRAND ISLE COUNTY,0.0005691519635742,11.0,0.002276607854297,50.0,39.8,0.1641391035548686,-0.16,79.7,5271,102.0,346.0,269.0,184.0,1270.0,2063.5
MT,GRANITE COUNTY,0.0020374898125509,19.0,0.0028524857375713,30.0,28.9,0.1641391035548686,2.27,87.0,2454,863.0,1382.5,500.0,546.0,1270.0,2640.0
AR,GRANT COUNTY,0.0036163522012578,16.0,0.0031446540880503,5.0,18.7,0.191,-1.77,75.625,12720,1635.0,959.0,638.5,1337.5,801.5,549.0
IN,GRANT COUNTY,0.0036316589872211,23.0,0.0090337517307124,18.0,18.7,0.21,-3.54,75.188,44057,1637.0,1834.0,2249.0,1337.5,528.5,422.0
KS,GRANT COUNTY,0.0034029038112522,16.0,0.0074863883847549,20.0,18.7,0.255,-0.97,79.1,4408,1537.0,959.0,2037.0,1337.5,136.0,1873.0
KY,GRANT COUNTY,0.0011796113491028,19.0,0.0044701061650214,21.0,18.7,0.221,-0.93,74.55,16107,356.0,1382.5,1222.0,1337.5,414.0,275.5
MN,GRANT COUNTY,0.0002362948960302,14.0,0.0021266540642722,27.0,18.7,0.044,-2.69,84.9,4232,26.0,707.5,219.0,1337.5,2630.0,2631.5
OK,GRANT COUNTY,0.0009993337774816,16.0,0.0016655562958027,40.0,18.7,0.1641391035548686,-1.01,76.65,3002,278.0,959.0,99.0,1337.5,1270.0,916.5
OR,GRANT COUNTY,0.0009038322487346,21.0,0.0037960954446854,41.0,18.7,0.105,0.44,81.4,5532,231.0,1625.5,930.0,1337.5,2189.5,2469.0
WA,GRANT COUNTY,0.004464208766396,18.0,0.0065498043676853,53.0,18.7,0.185,0.62,80.319,58017,1893.0,1239.0,1860.0,1337.5,882.5,2245.5
WI,GRANT COUNTY,0.0023587130861402,15.0,0.0048746737113564,55.0,18.7,0.1,-0.46,79.573,31797,1048.0,836.0,1374.0,1337.5,2263.5,2009.0
WV,GRANT COUNTY,0.0023339946318123,20.0,0.0016337962422686,54.0,18.7,0.16,1.46,77.0,8569,1034.0,1516.5,94.0,1337.5,1431.0,1054.0
NC,GRANVILLE COUNTY,0.0041059918835044,23.0,0.0109095249462878,37.0,22.5,0.201,-0.94,77.827,41890,1777.0,1834.0,2405.0,898.0,651.0,1374.0
MI,GRATIOT COUNTY,0.0030099150141643,19.0,0.0044617563739376,26.0,15.4,0.133,-3.92,78.111,28240,1367.0,1382.5,1220.0,1808.0,1811.0,1486.0
KY,GRAVES COUNTY,0.0019064262451346,26.0,0.004567479545635,21.0,17.4,0.179,-2.48,76.6,25178,783.0,2095.0,1259.0,1513.0,958.5,899.0
KS,GRAY COUNTY,0.0026469031233456,10.0,0.0021175224986765,20.0,20.2,0.112,-0.96,86.15,3778,1195.0,261.5,216.0,1170.0,2102.0,2637.0
TX,GRAY COUNTY,0.0078410166283628,19.0,0.0042584831688522,48.0,20.2,0.211,0.79,76.157,14794,2438.0,1382.5,1134.0,1170.0,517.0,724.0
WA,GRAYS HARBOR COUNTY,0.0032061010775534,20.0,0.0054636515404461,53.0,16.5,0.148,3.94,76.85,52712,1459.0,1516.5,1586.0,1630.0,1605.5,984.5
KY,GRAYSON COUNTY,0.0013431833445265,30.0,0.004533243787777,21.0,10.5,0.205,0.21,73.9,17868,428.0,2344.0,1248.0,2507.0,595.0,153.5
TX,GRAYSON COUNTY,0.0038047355369093,17.0,0.0052428349809197,48.0,10.5,0.2,0.78,75.35,88311,1697.0,1093.5,1504.0,2507.0,671.0,472.0
VA,GRAYSON COUNTY,0.0015832013998833,26.0,0.0026664444629614,51.0,10.5,0.158,1.2,76.9,12001,582.0,2095.0,423.0,2507.0,1454.5,1004.0
KY,GREEN COUNTY,0.0005037783375314,23.0,0.0025188916876574,21.0,13.2,0.208,-3.72,75.2,7940,73.0,1834.0,362.0,2189.5,556.5,429.0
WI,GREEN COUNTY,0.0011902019503954,9.0,0.0034938186285802,55.0,13.2,0.083,-2.32,79.725,26046,360.0,188.5,792.0,2189.5,2462.5,2078.5
WI,GREEN LAKE COUNTY,0.0006021375884389,19.0,0.0032364895378594,55.0,20.2,0.097,-1.58,78.7,13286,114.0,1382.5,679.0,1170.0,2303.5,1716.0
WV,GREENBRIER COUNTY,0.0016224359717232,26.0,0.0017769536833159,54.0,19.9,0.14,-0.2,75.443,25887,609.0,2095.0,124.0,1191.0,1715.5,496.0
AL,GREENE COUNTY,0.0094942171586397,46.0,0.0172622130157086,1.0,10.1,0.24,-0.04,75.45,5793,2540.0,2631.0,2596.0,2529.5,240.0,499.0
AR,GREENE COUNTY,0.005552969342289,20.0,0.007481545521048,5.0,10.1,0.208,-2.0,75.6,30074,2146.0,1516.5,2034.0,2529.5,556.5,535.0
GA,GREENE COUNTY,0.0032651791961439,28.0,0.0058306771359713,13.0,10.1,0.232,2.34,76.24,12863,1484.0,2236.5,1682.0,2529.5,310.0,750.5
IA,GREENE COUNTY,0.0011104060913705,14.0,0.003489847715736,19.0,10.1,0.113,-2.37,78.425,6304,324.0,707.5,787.0,2529.5,2090.5,1613.5
IL,GREENE COUNTY,0.002892030848329,19.0,0.0024635818337617,17.0,10.1,0.135,-2.24,76.92,9336,1307.0,1382.5,338.0,2529.5,1785.0,1010.0
IN,GREENE COUNTY,0.0005271481286241,20.0,0.0041293270075557,18.0,10.1,0.172,-0.77,76.533,22764,86.0,1516.5,1073.0,2529.5,1074.0,872.0
MO,GREENE COUNTY,0.0117311501386504,13.0,0.0119265812755843,29.0,10.1,0.147,0.62,77.057,189325,2602.0,580.5,2461.0,2529.5,1620.0,1077.5
MS,GREENE COUNTY,0.0015312372396896,24.0,0.0056145365455287,28.0,10.1,0.275,0.02,73.05,9796,540.0,1934.5,1625.0,2529.5,65.5,55.5
NY,GREENE COUNTY,0.0029978223366045,19.0,0.0041290760485307,36.0,10.1,0.081,0.31,80.393,35359,1359.0,1382.5,1072.0,2529.5,2484.5,2259.0
OH,GREENE COUNTY,0.0017649733025502,13.0,0.0066944189404811,39.0,10.1,0.149,-1.97,78.3,112183,690.0,580.5,1898.0,2529.5,1589.0,1558.0
PA,GREENE COUNTY,0.0026670730778023,19.0,0.0054484492875104,42.0,10.1,0.12,0.22,77.833,26246,1206.0,1382.5,1582.0,2529.5,2004.5,1377.0
TN,GREENE COUNTY,0.0043613707165109,24.0,0.00440156768164,47.0,10.1,0.198,0.14,74.915,49755,1857.0,1934.5,1189.0,2529.5,696.0,337.0
VA,GREENE COUNTY,0.0016974169741697,11.0,0.0043542435424354,51.0,10.1,0.156,-0.44,80.5,13550,655.0,346.0,1172.0,2529.5,1482.5,2285.5
AZ,GREENLEE COUNTY,0.0006832934745473,11.0,0.0081995216945678,4.0,13.5,0.229,5.18,82.7,5854,133.0,346.0,2140.0,2144.0,336.0,2598.0
VA,GREENSVILLE COUNTY,0.0017055144968732,26.0,0.0077316657191586,51.0,9.2,0.1641391035548686,-0.78,72.25,8795,660.5,2095.0,2084.0,2588.5,1270.0,18.5
KY,GREENUP COUNTY,0.0007104234913367,22.0,0.0023680783044559,21.0,17.1,0.162,0.62,75.9,25337,144.0,1722.0,301.0,1567.0,1397.5,637.5
SC,GREENVILLE COUNTY,0.007597456680277,15.0,0.0081430341653389,45.0,35.1,0.154,1.83,77.543,344589,2423.0,836.0,2133.0,280.0,1519.0,1250.5
KS,GREENWOOD COUNTY,0.0031710079275198,22.0,0.0047565118912797,20.0,19.9,0.179,0.66,76.1,4415,1447.0,1722.0,1327.0,1191.0,958.5,703.0
SC,GREENWOOD COUNTY,0.0090775372977516,25.0,0.0107375499054423,45.0,19.9,0.229,-0.11,77.886,47590,2521.0,2015.5,2396.0,1191.0,336.0,1397.0
OK,GREER COUNTY,0.0016638935108153,27.0,0.0052293796054195,40.0,12.3,0.1641391035548686,0.74,78.6,4207,637.5,2172.0,1494.5,2357.5,1270.0,1678.5
TX,GREGG COUNTY,0.007065809749314,24.0,0.0111750040716102,48.0,21.3,0.199,0.21,75.517,79821,2378.0,1934.5,2419.0,1011.0,683.5,512.0
ND,GRIGGS COUNTY,0.000570125427594,12.0,0.0039908779931584,38.0,25.8,0.1641391035548686,-3.18,80.0,1754,103.0,457.5,1015.0,659.5,1270.0,2160.5
TX,GRIMES COUNTY,0.0056291045554049,21.0,0.0056291045554049,48.0,15.7,0.235,0.74,78.75,19186,2162.0,1625.5,1629.0,1764.0,277.5,1735.5
IA,GRUNDY COUNTY,0.0013908205841446,7.0,0.00301344459898,19.0,22.9,0.081,-4.86,80.725,8628,454.0,78.5,578.0,860.0,2484.5,2342.0
IL,GRUNDY COUNTY,0.0014793774779572,7.0,0.0035800934966566,17.0,22.9,0.089,-2.11,78.4,33798,510.0,78.5,824.0,860.0,2401.0,1598.0
MO,GRUNDY COUNTY,0.0011827321111768,26.0,0.004435245416913,29.0,22.9,0.227,-0.57,78.175,6764,357.0,2095.0,1207.0,860.0,354.5,1511.0
TN,GRUNDY COUNTY,0.0057397959183673,29.0,0.0019132653061224,47.0,22.9,0.233,0.02,74.05,9408,2187.0,2291.5,157.0,860.0,296.5,178.0
